,analysis_notes,morph_notes,corrected_date,corrected_1s,corrected_1s_%,radius,Ft,uncorrected_date,uncorrected_1s,uncorrected_1s_%,U_ng,U_ng_1s,U_ng_1s_%,Th_ng,Th_ng_1s,Th_ng_1s_%,Sm_ng,Sm_ng_1s,Sm_ng_1s_%,He_pmol,He_pmol_1s,He_pmol_1s_%mass_morph_g,U_ppm,Th_ppm,Sm_ppm,eU,He_pmol_1s_%,mass_morph_g
EM_FCTVV_Z1,,Inclusions + nt clear,28.88909462943871,0.4740472786075861,1.640921201194447,42.44224664865304,0.7144548302900653,20.6556548974136,0.3370238574586631,1.6316299780011503,1.4272889897367729,0.02340654684919863,1.6399304567966555,0.6904081780152029,0.013358192284272426,1.9348253264720565,0,0,0,0.17734868022481393,0.0013869133185479515,,436.1240229526643,210.96189646284625,0.0,485.70006862143316,0.7820262980191607,3.272667669333333e-06
EM_23UM01_Z1,,"Clear, one blunt tip, ~3 inclusion",277.650415412886,4.716409018981164,1.6986861020782291,51.888736100592524,0.7598869375118368,212.15146240397522,3.572182250512301,1.683788652708041,0.3642004372253345,0.006400499409719051,1.7574112371971145,0.3492132222968899,0.009621738985536454,2.755261934886406,0,0,0,0.5199037349849047,0.00396498953090123,,77.8980207134795,74.69243867786261,0.0,95.45074380277721,0.7626391703103175,4.6753490511e-06
EM_23UM01_Z2,,"Clear, one zircon inclusions. One tip slightly blunt, pear shaped.",391.7126771069502,6.316488339887597,1.6125309976023554,74.2891506731865,0.8298711560085503,326.93483301049434,5.228085613942713,1.599121624882013,0.8049096269633417,0.012752175463846478,1.5842990363969462,0.5067670818645718,0.011271553968406258,2.2242079984623913,0,0,0,1.6760859265072385,0.0127171940438929,,56.48764660284395,35.56434023322242,0.0,64.84526655765121,0.758743560981626,1.4249303615399998e-05
EM_23UM01_Z3,,"Clear, one tip blunt, inclusions present slightly yellowish on some part",287.7151170691092,5.3215376773093945,1.8495857053041673,62.032350375584855,0.7956171961020475,230.00082445969556,4.214806613339569,1.832518045637769,1.0042762484106904,0.020716837239084733,2.062862411798547,1.2234447181210288,0.02771650155240291,2.2654478082973806,0,0,0,1.6336437694201047,0.012773684856912881,,119.82493969114493,145.97496435497854,0.0,154.12905631456488,0.7819137253801153,8.381195525733333e-06
EM_23UM07_Z1,,"One tip is blunt/broken, clear, little yellowish on one part of tip. Rugged.",241.11608248487545,4.054640167326161,1.6816133231513073,54.157437147966945,0.7682274240180726,186.07526000770508,3.1041201244227996,1.668206791324254,0.5282304308632596,0.009408585045900458,1.781151652040284,0.6174371886065678,0.015357281294987674,2.4872621180538195,0,0,0,0.6864768901265449,0.005368965454123268,,113.48918291353614,132.6550647997968,0.0,144.6631231414884,0.7821043259203606,4.6544561984e-06
EM_23UM07_Z2,,"Rough surface, little yellowish on one tip. Few inclusions. ",196.1022054632831,3.032597732362389,1.5464373412823207,66.70756352460018,0.809043054731243,159.13671175355705,2.449915058579786,1.5395033814534158,1.5234385916509343,0.02407818095298422,1.580515360772826,1.8861519712114638,0.048270259790798006,2.5591925002625486,0,0,0,1.7110843913842964,0.013179476814217937,,142.1919808685069,176.04627221301791,0.0,183.56285483856612,0.7702411921106659,1.0713955754366667e-05
EM_23UM07_Z3,,"Clear, inclusions present. Tips seems to be broken, a little small, slightly yellowish stain. ",157.30236677861822,2.928314244133945,1.8615830798370319,40.833152234456755,0.6988969246629924,110.36092872307012,2.0297592539678,1.839200954045156,0.4642898747411245,0.009959824363128736,2.145173716890136,0.6143712024445944,0.01279479398097648,2.082583612328468,0,0,0,0.3658426799253443,0.002863950199950843,,188.76848527183319,249.78774595238548,0.0,247.46860557064377,0.7828365461720527,2.4595730270999997e-06
EM_23TR01_Z1,,Dark and fractured one tip is really blunt,40.982046731805795,0.656148556942029,1.6010634150021554,58.05849131573653,0.7843584074982615,32.17015878895758,0.5122835303102093,1.5924184076021748,6.958865072422885,0.11767606057062982,1.6910237423192094,5.736727127640273,0.09424952892093386,1.642914624034108,0,0,0,1.445682883103803,0.011200103112383477,,1125.5202636598826,927.8528268688503,0.0,1343.5656779740625,0.7747275175823802,6.1827985662333334e-06
EM_FCTVV_Z2,,Inclusions + nt Clear,28.432197101951566,0.5124663732923505,1.8024156608606765,48.83712949333022,0.7486359234964443,21.29942399588476,0.38176882702282794,1.7923903815266984,1.9273600499185457,0.0363735279879732,1.8872201895805831,1.010104206671525,0.019090771082916406,1.8899803561677988,0,0,0,0.24908421503059772,0.001850033185030029,,453.0756920692808,237.4510473635346,0.0,508.87668819971145,0.742734012591994,4.253947151999999e-06
EM_23TR01_Z2,,Dark/Fractured w/ both tips. A crack that goes across? (small),15.756128005459429,0.23145555213849325,1.46898750796068,38.410236116093394,0.6860840719318233,10.815477049413671,0.1579728970671987,1.4606188552336,3.333538196613562,0.04893551396625887,1.4679751987234146,2.2262773036087182,0.047402846288432866,2.1292426694372035,0,0,0,0.22519391597213279,0.001684668838660729,,1617.0327189935133,1079.9226015004247,0.0,1870.814530346113,0.7480969596306514,2.0615156127999997e-06
EM_23TR01_Z3,,Clear in middle otherwise fractured/damaged. A circular inclusion in middle. ,10.69160470661615,0.15932223122806982,1.4901620065459253,43.42743004246071,0.7224277879368823,7.726032209196878,0.11473030712789423,1.4849835468110282,9.819617648938438,0.13774310213436114,1.402733864584351,2.095825573855878,0.03457101170932427,1.6495176001560516,0,0,0,0.42963135797391233,0.0031777042860845,,3173.599123177869,677.3492045529712,0.0,3332.7761862478173,0.7396350911325829,3.0941581679999994e-06
