,analysis_notes,morph_notes,corrected_date,corrected_1s,corrected_1s_%,radius,Ft,uncorrected_date,uncorrected_1s,uncorrected_1s_%,U_ng,U_ng_1s,Th_ng,Th_ng_1s,Sm_ng,Sm_ng_1s,He_pmol,He_pmol_1s,mass_morph_g,U_ppm,Th_ppm,Sm_ppm,eU
FCT_AM_z07,,"clear, but slightly darker (and straw color) near tips; very limited inclusions",28.062989066274298,0.3624291818361941,1.2914845990933888,44.48043186949313,0.7258932616100776,20.385285152393738,0.2619344928387436,1.2849194449849821,1.0117498960937121,0.012677328289750702,0.5640669119984378,0.009150394484162194,0,0,0.12601530144453685,0.0008701203834211765,2.8791421589333337e-06,351.40671778032174,195.9149221750876,0.0,397.4467244914673
23UM09z_01,,light gray; straw color; fuzzy texure; decent shape,205.8140542371666,4.493720566205938,2.1833885848376853,35.07214050560332,0.6608970441394166,136.84728366107169,2.952725889974392,2.157679576079405,0.1832527686041734,0.004340713564362197,0.09161633808090473,0.004110196031998491,0,0,0.1529204522258201,0.0006348755997924868,1.3440088639999995e-06,136.34788691704154,68.16646864086812,0.0,152.36700704764553
23UM09z_02,,light-medium gray; straw color; one tip more tapered,73.46564112952868,0.9266450095319134,1.2613311410406505,39.727271934241536,0.6965392462361104,51.27217566572849,0.6413767312945837,1.2509255224043374,0.8064448115112599,0.011144869266224211,0.4208346518871612,0.007650545184675377,0,0,0.2514156635354845,0.0008427119535079836,1.9247851392000003e-06,418.97913439130303,218.63980727847525,0.0,470.3594891017447
23UM09z_03,,light-medium gray; straw color; fairly elongate,359.7367394905856,9.124186762985152,2.5363511038393494,39.92656362890374,0.6972532327777202,253.18474116757733,6.323348099179716,2.4975233776013512,0.1410535723692909,0.003922357023799374,0.08604094632662601,0.0037326152268295936,0,0,0.2250878366697398,0.0010369615405822882,2.1609579596999993e-06,65.27363095433519,39.8161130069235,0.0,74.63041751096222
23UM09z_04,,light gray; straw color; some darker spots; elongate,48.43017329662686,0.6769298977847693,1.397744116335667,35.486269995165216,0.6594408474843764,31.98352377233193,0.44286694074451033,1.3846721327423663,0.725780159276679,0.011433518492641025,0.8622359895534718,0.015989946040372113,0,0,0.16070890321884965,0.0009436284649729488,1.6196849550000003e-06,448.0995869203952,532.3479648876973,0.0,573.2013586690041
23UM09z_05,,medium gray; straw; possibly a few dark inclusions,76.28539882345302,1.6242235942325574,2.1291408569436614,35.86757306070455,0.6619271984896554,50.60544372098521,1.066200087865435,2.1068881319250248,0.24069122676111732,0.005595064059775852,0.314625805380094,0.0073199431069383,0,0,0.0863101677375795,0.0009414860232674127,1.187741560653897e-06,202.64612667810297,264.8941619984069,0.0,264.89625474772856
23UM09z_06,,"medium gray / straw; uniform metamictization; rounded tips, straight edges",265.64335602451865,6.073197591005251,2.2862222800877054,34.15333678576776,0.6506151542326901,174.19115899000943,3.9252123358386686,2.2533935468354023,0.15793105757980616,0.004060792765655845,0.12226047254112349,0.005222332232127682,0,0,0.17799884581659778,0.0006366245827112513,1.0366069384646172e-06,152.3538495832641,117.9429425025951,0.0,180.07044107137395
23UM09z_07,,medium gray / straw; uniform metamictization; decent shape,50.82375286488033,0.752861615496532,1.4813184250641318,35.352963608836355,0.6593394227002918,33.56152179589436,0.49174903753971133,1.4652167459220158,0.6075304578325199,0.01019431915730649,0.6249786457683804,0.010500994470258079,0,0,0.13702114244103145,0.0008041053690337947,1.3543892010000002e-06,448.56416263800367,461.44686129137284,0.0,557.0041750414763
FCT_AM_z08,,clear and very sharp! Minimal clear inclusions,25.57015155472085,0.3106583551628558,1.2149257484768445,51.49266622674253,0.7605202775853883,19.457733637230604,0.23520905235934622,1.208820393703484,1.747333137084482,0.02295875014609238,0.9497265508873223,0.01734096973655172,0,0,0.20710577493769455,0.0008288053737772538,4.958518167199999e-06,352.3901855685193,191.53434934849068,0.0,397.40075766541463
23UM09z_08,,almost clear; uniform metamictization; almost pancake,44.34562139361397,0.7143430748481016,1.6108536816015193,39.414108777762024,0.6940089770813791,30.813832689233312,0.4920709674895002,1.5969158152190368,1.1212807641077784,0.020235348747509936,0.638046539538634,0.011044459794210499,0,0,0.21180131565409074,0.0008374667114852924,1.928173383433333e-06,581.5248637605453,330.90724362272823,0.0,659.2880660118864
