,aliquot_type,intercept,error,QST,QRT,notes,time_of_collection,file
FCT_03_re1,zirc,0.007499809111681936,6.968437202876677e-05,12786,2072,,1774778871.959451,10000-8851-25572-001.csv
MOPO_Z26,zirc,15.503211986607818,0.018844349760812645,12787,2072,,1774780335.029667,10000-8852-25574-001.csv
MOPO_Z26_re1,zirc,0.09472342940918235,0.00028640398464446965,12788,2072,,1774781690.2954297,10000-8853-25576-001.csv
std2073,std,1.2611340390641617,0.0020868986812824096,12789,2073,,1774782201.7399683,10000-8854-25578-001.csv
MOPO_Z27_re1,zirc,0.0031403117084609937,5.994641738450117e-05,12791,2073,,1774784913.1458127,10000-8856-25582-001.csv
MOPO_Z27,zirc,0.18055978488462004,0.0004279187302411529,12790,2073,,1774783560.0083792,10000-8855-25580-001.csv
std2074,std,1.261661647099438,0.0013856997979233398,12792,2074,,1774785414.1839483,10000-8857-25584-001.csv
lb02_03302026,lb,0.0030198698129302436,3.13728268683827e-05,12794,2074,,1774914652.8243315,10000-8859-25588-001.csv
lb01_03302026,lb,0.11192038350563598,0.0005666514841150216,12793,2074,,1774914018.5422332,10000-8858-25586-001.csv
hb01_03302026,hb,0.003051266176213782,4.259720044843572e-05,12795,2074,,1774916099.5922494,10000-8860-25590-001.csv
std2075,std,1.2597532315003552,0.001526288509399166,12796,2075,,1774916618.8700023,10000-8861-25592-001.csv
MOPO_Z28,zirc,15.930406886793795,0.014968221284822763,12797,2075,,1774918291.2846727,10000-8862-25594-001.csv
MOPO_Z28_re1,zirc,0.22531595401104137,0.0005276517563854521,12798,2075,,1774919693.4934418,10000-8863-25596-001.csv
MOPO_Z28_re2,zirc,0.1277091729998748,0.0004648242050630522,12799,2075,,1774921079.6976163,10000-8864-25598-001.csv
MOPO_Z29,zirc,34.79262069890809,0.03296565036531034,12800,2075,,1774922654.6743486,10000-8865-25600-001.csv
MOPO_Z29_re1,zirc,0.27154219032389043,0.0006803719432181195,12801,2075,,1774924764.6388113,10000-8866-25602-001.csv
std2076,std,1.2603910646030894,0.0010829097935889781,12802,2076,,1774925299.4954753,10000-8867-25604-001.csv
MOPO_Z30,zirc,7.889377823555064,0.008969229138047392,12803,2076,,1774926725.54413,10000-8868-25606-001.csv
NBDA_Z11,zirc,19.090174458802448,0.013526075471045819,12805,2076,,1774929598.2165666,10000-8870-25610-001.csv
MOPO_Z30_re1,zirc,0.024466668644856658,9.891086049982935e-05,12804,2076,,1774928162.0488558,10000-8869-25608-001.csv
NBDA_Z11_re1,zirc,0.015226666414260261,0.00013877193953989783,12806,2076,,1774931165.526044,10000-8871-25612-001.csv
NBDA_Z12,zirc,2.898208880740439,0.0024104735940943334,12807,2076,,1774932554.8096795,10000-8872-25614-001.csv
NBDA_Z12_re1,zirc,0.0033968614948313896,4.106700501216226e-05,12808,2076,,1774933949.0962377,10000-8873-25616-001.csv
std2077,std,1.262209534340759,0.0015783679210770647,12809,2077,,1774934473.3373902,10000-8874-25618-001.csv
