,analysis_notes,morph_notes,corrected_date,corrected_1s,corrected_1s_%,radius,Ft,uncorrected_date,uncorrected_1s,uncorrected_1s_%,U_ng,U_ng_1s,Th_ng,Th_ng_1s,Sm_ng,Sm_ng_1s,He_pmol,He_pmol_1s,mass_morph_g,U_ppm,Th_ppm,Sm_ppm,eU
JIDur-1,,,28.368033488354936,11.813120212032011,41.64236557631424,NaN,1,28.368033488354936,11.813120212032011,41.64236557631424,0.007049695669958075,0.00046995357115779684,0.12569515918449065,0.0042329555983552595,0.09553743956360358,0.0055468434155343865,0.005662555476785154,0.0023494484970433696,NaN,0,0,0,0
JI23Ap-2,,Apatite,173.79063880120427,117.70960283908516,67.73069231521204,40.95351368786034,0.6518964418643399,114.10965590930773,76.94858285455943,67.4338926371987,0.006132958524349879,0.000622128326142544,0.0049412902716354035,0.002294934086521291,0.03579707040163261,0.00465541198303646,0.004560118686302,0.003004468502717944,1.6506773861980707e-06,3.715419242808942,2.9934924370754548,21.68629115594923,4.418889965521674
JI10AP-1,,Not the greatest shape but very clear. No inclusions. Slightly abraded edges,285.0764064115822,207.53614753808975,72.8001836947731,39.30987199433688,0.62774011988589,183.07184804268303,132.6811407965153,72.47490109215526,0.002498988492795634,0.0005716300418341508,0.007450053217923316,0.002824352451239517,0.14495916937429856,0.006266196778899005,0.004433111448714661,0.003055660277019298,1.4094879586142843e-06,1.7729761205285322,5.2856451680848116,102.84526979344531,3.0151027350284627
JI38.45Ap-1,,"Half grain, possible fracture near bottom half",0.0019185312904510705,39915.497413508354,2080523659.5397785,42.13540933717903,0.6657365890658193,0.0012786581831388945,26602.784527165477,2080523542.4106884,0.0745413417548885,0.0025181500252981254,0.013067070260150302,0.0022150658751992377,0.2091878631689604,0.007474136246891456,5.364719404993136e-07,11.16142372831997,1.5814117252792275e-06,47.13594857261277,8.262914743371509,132.27919069085215,49.07773353730507
JI38.45Ap-2,,Tiny black dot near bottom,0.02163064911095845,258.98606009658494,1197310.625160011,39.43660141481618,0.6467022005778167,0.01399698573720153,167.58728266751262,1197309.8052253854,0.2717331818281744,0.004970136167632775,0.013574841558410666,0.00330856910011134,0.38542685501774293,0.017010363555270594,2.076353630654048e-05,0.24860353323029113,1.772177171245628e-06,153.33296593431376,7.659979926763858,217.48776661355708,155.13306121710326
JIDur-2,,,-0.013732683541244453,411.02725493010354,-2993058.5212688614,NaN,1,-0.013732683541244453,411.02725493010354,-2993058.5212688614,0.028690808181270663,0.0011881403783069607,0.6428814058880583,0.012470216567604836,0.37035895160056503,0.012249448533134373,-1.3449661100561297e-05,0.40255642431687416,NaN,0,0,0,0
JI38.45Ap-3,,,681.4665025272441,26.582473971571897,3.9007748543750567,37.861226006228314,0.6341921198909581,442.8900473508178,16.95429311050156,3.8281043369375807,0.06691738357191526,0.0024362199448311286,0.00047997035111869356,0.0029021434114107156,0.21429483482777414,0.008987084643643013,0.16749052895457203,0.0008943535818552229,1.2446363877263018e-06,53.76460485311678,0.38563098094496656,172.17465031634447,53.855228133638846
JI38.45Ap-4,,A little on the short side. Unclear if either termination is present,703.8379140819659,28.275106655485153,4.0172752973055035,33.937750803950536,0.5980170024124457,433.03213684523894,17.43462536558676,4.026173552060805,0.021625989364047898,0.0005869989195346294,-0.0008506746706893271,0.0020478073924178335,0.0892503959800451,0.006159496002663659,0.05236557639881867,0.0008964127037515642,6.618576774658827e-07,32.674682337824315,-1.2852833768528393,134.84832014303524,32.3726407442639
JI38.45Ap-5,,Odd orange banding. Doesn't seem like metamictization though?,835.2544917403823,30.04451729108267,3.597049472727798,34.6035805304685,0.6029223945391007,519.9504614922195,18.10625803096645,3.482304444735528,0.06845574930959085,0.0023817460202165417,0.00820555300455075,0.0014824611877762533,0.1972320521243883,0.009022174565286555,0.20782695415677305,0.0009862026331689058,1.1537990677512007e-06,59.33073723400884,7.1117694873369,170.94142094325076,61.00200306353302
JI38.45Ap-6,,"Broke as I was packing it, but got all the fragments into the packet",714.5865743817225,35.65031964664452,4.988943386949305,37.879767477794495,0.6341906178933756,464.87316910124684,23.054495647899632,4.959308727684064,0.03310260333311633,0.0013539675433747614,0.0007229109232996305,0.0034914637648442836,0.09495569643136074,0.00568433316584733,0.08741489922243818,0.0009229515306301799,1.153415219151842e-06,28.69964153711979,0.6267568793059791,82.32568363471563,28.846929403756693
JI38.45Ap-7,,Little scratches on the side. No inclusions,674.6774395667768,62.894222153830285,9.322117276400387,41.25000634795907,0.6599577421971203,457.94453732810774,43.534859703649715,9.506579106206893,0.009253243996409567,0.00024237138110078438,0.0010226245313257431,0.0027760645634753596,0.19034640201818587,0.008990467852165219,0.025030570164198535,0.0014007250649928124,1.4663258424769784e-06,6.310496431528891,0.6974060619420601,129.81180342334065,6.4743868560852755
JIDur-3,,,28.89344663913951,1.5470349364307618,5.354276198863463,NaN,1,28.89344663913951,1.5470349364307618,5.354276198863463,0.03409095862850884,0.0006764719531509344,0.6407664177916544,0.01030015049162901,0.41198984972396624,0.015231979053276593,0.029099375976958126,0.001505581845393949,NaN,0,0,0,0
JI23Ap-1,She either empty or basically no helium,"Broken segment, top part angled",7.3461319480288445,132933.54611008542,1809571.9904099312,38.29122974301672,0.6316870163519054,4.642485963371976,83990.22217647782,1809164.8060788796,0.0006813737720099192,0.00038245471908264055,0.00045199229785589497,0.0025414658254360274,0.00016890030674224295,0.0015213648115480296,1.9734594892764198e-05,0.35689154547052454,1.1239937167337269e-06,0.6062078122553562,0.4021306268235764,0.15026801682936392,0.7007085095588967
