,analysis_notes,morph_notes,corrected_date,corrected_1s,corrected_1s_%,radius,Ft,uncorrected_date,uncorrected_1s,uncorrected_1s_%,U_ng,U_ng_1s,Th_ng,Th_ng_1s,Sm_ng,Sm_ng_1s,He_pmol,He_pmol_1s,mass_morph_g,U_ppm,Th_ppm,Sm_ppm,eU
NFCT-11,,,28.14015328,0.44451757,1.579655824,43.84183701,0.722049521,20.33336943,0.31964174,1.572005767,1.122160084,0.016390524,0.658389681,0.012068032,0,0,0.140263321,0.001324857,2.96E-06,379.5041923,222.6613187,0,431.8296022
JI863.5-1,,"Quite brownish yellow and hard to tell if terminations, so going to approximate as spheroid. Also missing a full quarter of the grain",12.91059732,0.186010517,1.440758413,70.56172988,0.822472853,10.6209843,0.152457744,1.435438934,9.672610434,0.155012468,3.83212693,0.046814987,0,0,0.605949985,0.001496554,1.36E-05,713.0877956,282.5134914,0,779.4784661
JI863.5-2,,"Darker brown, one possible termination",343.5048176,4.887915335,1.42295394,88.92284328,0.858514712,296.1958124,4.188765829,1.414188065,13.19320207,0.193887999,2.42723983,0.033048913,0,0,22.57786563,0.053390189,2.26E-05,583.5424352,107.3581253,0,608.7715947
JI863.5-3,,Lighter yellow with hints of brown,465.6502282,6.965877445,1.495946318,68.20711779,0.817181712,383.4210954,5.675202998,1.480148866,3.483968435,0.054543324,1.047205305,0.016809546,0,0,7.983413046,0.018891704,8.32E-06,418.9884123,125.9388241,0,448.584036
JI863.5-4,,"Check apatite? Clearer with a c-axis perpendicular fracture in it, but darker than I would expect. ",301.6298817,4.952971798,1.642069337,67.03878104,0.814204145,246.8118467,4.020225382,1.628862405,4.656608067,0.081577752,1.37156455,0.02268074,0,0,6.77308742,0.01446237,1.06E-05,440.4709728,129.7370024,0,470.9591684
JI863.5-6,,"Dark brown, one termination, small inclusion",19.89205367,0.247364102,1.243532246,77.47744489,0.837513882,16.66490804,0.206559048,1.239485073,9.939539329,0.13710293,4.042154291,0.066921633,0,0,0.979750168,0.002124025,1.24E-05,800.5025722,325.5437501,0,877.0053535
JI863.5-7,,"Long, brownish yellow, lots of knicks in the side that make the width undulatory",55.48357421,0.664238082,1.197179691,54.26717122,0.773338071,42.95567371,0.511680708,1.191183059,4.532999901,0.058860971,1.415730862,0.019765475,0,0,1.130872237,0.002454593,7.05E-06,642.5829105,200.6892736,0,689.7448898
NFCT-12,,,24.81820405,0.369777766,1.489945708,52.93261915,0.76643724,19.03193053,0.281983132,1.481631784,1.448581745,0.023784894,0.81896855,0.01391676,0,0,0.16870257,0.000771871,5.06E-06,286.5183901,161.9857156,0,324.5850332
JI207.33-3,,"Pretty dark yellow, almost brown. Peaks more evident on one side but almost all intact",12.22972504,0.180472036,1.475683512,77.97076018,0.840253649,10.27778431,0.151436443,1.473434727,10.86835326,0.166290323,0.566933531,0.010471576,0,0,0.609663811,0.001411016,1.45E-05,751.7112078,39.21203878,0,760.9260369
JI207.33-4,,Same deal as 3--very dark yellow-brown. Dark splotch in middle,20.43090778,0.307957612,1.507312427,83.39890621,0.850198828,17.37498173,0.261492714,1.504995617,14.9690608,0.234292626,0.782051641,0.014549115,0,0,1.420499731,0.00305731,1.86E-05,804.2195061,42.01607523,0,814.0932838
JI207.33-6,,"Possibly twinned? Weird blocky section on the side. Much lighter, only tinged yellow",1.062688304,0.024340111,2.29042801,67.13654465,0.815764788,0.866910825,0.019841718,2.288784143,11.02706326,0.168954335,0.757492851,0.011775282,0,0,0.052331415,0.000926534,1.27E-05,866.3900869,59.51578233,0,880.3762958
JI207.33-7,,"Quite stubby, but clearly has terminations",6.577340882,0.097758158,1.486286939,77.63324951,0.839371337,5.521325578,0.081927804,1.483843022,9.327989739,0.143202203,0.87030145,0.015617308,0,0,0.283685005,0.000947176,1.30E-05,718.7698967,67.06123192,0,734.5292862
JI207.33-8,,Basically black. Reddish tint,10.43705866,0.143234912,1.372368568,97.57362619,0.871113432,9.092903361,0.124637619,1.370713118,20.69421662,0.292089558,1.276992762,0.019974386,0,0,1.029204471,0.003004596,2.89E-05,715.5229832,44.15328627,0,725.8990055
JI207.33-9,,"Also very stubby, but clearer than the others",9.69451041,0.154279799,1.591414028,44.50940237,0.72980065,7.076621558,0.112437445,1.588857672,2.130884869,0.025540771,0.14486502,0.003444774,0,0,0.082583259,0.000916908,2.72E-06,784.8104802,53.35416628,0,797.3487093
JI207.33-10,,"Darker toward the center, lighter spots on the side, one peak more abraded than the other but terminations still present",6.749597202,0.125231628,1.855394098,56.45117199,0.782972243,5.285402122,0.097840644,1.851148545,6.297248829,0.119378184,0.591470938,0.008582323,0,0,0.183352768,0.000901348,5.54E-06,1136.978177,106.7910078,0,1162.074064
