,analysis_notes,morph_notes,corrected_date,corrected_1s,corrected_1s_%,radius,Ft,uncorrected_date,uncorrected_1s,uncorrected_1s_%,U_ng,U_ng_1s,U_ng_1s_%,Th_ng,Th_ng_1s,Th_ng_1s_%,Sm_ng,Sm_ng_1s,Sm_ng_1s_%,He_pmol,He_pmol_1s,He_pmol_1s_%,mass_morph_g,U_ppm,Th_ppm,Sm_ppm,eU
Durango_M,,,38.853839540734064,0.7125349768734183,1.8338856218480086,NaN,1,38.853839540734064,0.7125349768734183,1.8338856218480086,0.0760462489210945,0.002164038877936392,2.845687865790456,1.174215381120167,0.022976902715011342,1.9567877481805809,1.1971675387778984,0.02819453579924259,0,0.07469747262491995,0.0006099844381370567,0.8166065285769238,NaN,0,0,0,0
THERMO_17_A,,"Euhedral with both tips present. No noticeable inclusions, minor surface scuffing ",112.16406914822802,3.1910535756375986,2.844987347437021,98.95211275578072,0.8448206447269475,95.22429631067203,2.707164753035704,2.8429348999371973,0.05532915998097518,0.0019428753500728949,3.5114853555357586,0.07509940563270659,0.0033654029330280892,4.481264405057315,1.7546260758399923,0.03957435990780446,2.2554298293360895,0.038892975697338336,0.0003208195053687555,0.8248777565011847,2.6730174222798748e-05,2.069913930219869,2.8095367058495513,65.64214887695844,2.7301550560945134
THERMO_17_B,,Pretty sure both tips are present although they are weathered. Surface scuffed. No evdident inclusions. ,2.3971940724029985,0.06524034361699221,2.7215294901673897,82.7137923365733,0.8122703475597349,1.948571794898944,0.05295997090900388,2.7178865591529546,0.11543421532862641,0.003144138483712883,2.7237491715622824,0.31843895325117255,0.008665038319685283,2.7210987321801143,0.567224639183601,0.02312182898874916,4.076308994973862,0.0020127599542214044,3.8957031856667586e-05,1.935503127184251,1.4104425432611246e-05,8.184255068038976,22.57723682347958,40.21607557810222,13.489905721556678
THERMO_17_C,,"euhedral but one tip appears to be broken off, or possibly just very rounded. Some surface scuffing and an area of staining. ",114.59940706308615,3.38297821307406,2.9520032430985923,72.0118240072928,0.7949922950814757,91.33248291185811,2.6843085776734434,2.939051356201472,0.1854041247603036,0.005740195648737512,3.096045277395323,0.06012489519483408,0.003492900039936399,5.809407282320732,0.39651922585327637,0.01772105847346929,4.469154915587017,0.09926897763795946,0.0008420944087885507,0.848295639610317,8.603759293531873e-06,21.54919941794357,6.9882121458273145,46.086740961171614,23.19142927221299
THERMO_17_D,,Pretty weathered but both terminations are present. Surface is clear but does have some fractures ,94.04413189441978,4.102710620677067,4.362537606581391,64.18993596203231,0.7702739656193438,72.61703314527115,3.171695743695154,4.367702185450269,0.03920093340060992,0.0016988398530726088,4.3336719452863255,0.022011716855356238,0.003663868012677738,16.64508060299798,0.10369091554846749,0.005949984542655519,5.738192696229364,0.01753489394711701,0.00022021583586033722,1.2558720715647322,7.944016569740624e-06,4.934648997325776,2.770854851839128,13.052706353034841,5.585799887507971
THERMO_17_E,,Both terminations are present but one is chipped. Pretty heavily weathered and contains one small inclusion in grains center ,92.92548884334292,2.936784698609403,3.1603650786926054,81.34695433692922,0.8142939887139709,76.01912837956365,2.4014375898523888,3.1589912184496596,0.06999504040220154,0.002561770889232662,3.6599320102000927,0.07016595347513092,0.0043777959361438875,6.239202518206382,1.5046348849089926,0.04784742421683463,3.180002317952948,0.03644708921746351,0.00031030266590722843,0.8513784572913106,1.397767146447375e-05,5.007632392856274,5.0198599712024805,107.64560382845148,6.187299486088857
THERMO_16_A,,"broken grain, only one side left, no visible inclusions,",127.97130087522558,70.7634042193582,55.29630763725207,61.030010921053965,0.7602583630960413,97.59890520054783,55.5285396159618,56.89463370706961,0.0013910893246520614,0.0003645791377624706,26.208175945398686,0.000544847733128532,0.003295838905809477,604.9100887113306,0.0027929748761263804,0.002976791793118457,106.5814024523921,0.0008079818579690591,2.9268167278496222e-05,3.6223792638196852,4.591673761764375e-06,0.3029590944016737,0.11865994001263092,0.6082694505397885,0.33084418030464197
THERMO_16_B,,"broken grain, only one side left, no visible inclusions,",42.899838969564485,2.471135705165535,5.7602447107521675,72.07641066079238,0.7963165603070244,34.41188965321928,1.998299382501503,5.807002761659033,0.026751232866369837,0.0015723977096301174,5.877851377858732,0.0034516976057472897,0.002563444186319607,74.26618664541512,0.8942817334328397,0.01953894903962741,2.184876231858624,0.0053269157687823015,5.700477077727374e-05,1.0701271289353362,9.73250024604e-06,2.7486495956940242,0.35465682183277936,91.8861249242412,2.8319939488247274
DURANGO_N,,,34.59022375615471,1.3377038744670702,3.8672888729985444,NaN,1,34.59022375615471,1.3377038744670702,3.8672888729985444,0.01047779474596627,0.0007880166459136344,7.520825374222989,0.19667745175362988,0.008393216150742407,4.267502998389596,0.15117258950188078,0.007918355300772603,0,0.010703272858527672,0.00011223043842414505,1.0485618736209936,NaN,0,0,0,0
THERMO_16_F,,"broken grain, only one side left, no visible inclusions,",22.982734326325993,10.140001229445966,44.120081994903956,35.820895522388064,0.6156526387837374,14.352061467286417,6.720953774890013,46.829187501806054,0.0020164748886174412,0.0005836156049850424,28.94236909566415,6.806562501453559e-05,0.00329720179827972,4844.151210799275,0.05626846928495587,0.006856237936560453,12.18486662901555,0.00016259876627212474,1.4857058250980882e-05,9.137251525092239,1.05259404096e-06,1.9157194608268453,0.06466464977557496,53.45695215378306,1.9309156535241054
THERMO_16_D,,"broken grain, only one side left, no visible inclusions,",518.8726868702427,448.5657607359621,86.45006223812614,71.58931082981717,0.7931871953063363,415.9898165373597,363.5115352590468,87.38471972339741,0.0007758233455036458,0.00044885551414151995,57.85537606504143,0.00034536310328764906,0.0024685540073452247,714.7706236844859,0.0057192670448057,0.003061662774960977,53.53243258227665,0.0020105497695782656,3.0010979968659852e-05,1.492675308154892,8.37141198201e-06,0.09267532731286848,0.041255059962384794,0.6831902499956152,0.10237026640402891
THERMO_16_E,,"broken grain, only one side left, no visible inclusions,",23.867376837055694,0.6233747726631877,2.6118277551781763,104.66483731869853,0.8571450175961656,20.562124891395676,0.539676455956001,2.624614230321261,0.08225213438430978,0.002026719575171004,2.464032806372519,0.010918891526079728,0.003217679714914359,29.4689228043794,3.101489603368549,0.0838163421023019,2.702454395180574,0.009829965471575188,0.00011118499909947103,1.1310822954666429,2.987272629e-05,2.7534190748383076,0.36551372713962393,103.82345331523302,2.839314800716119
ZBTH2306B_A,,"One euhedral tip present, other appears chipped off. Surface pretty scuffed but no inclusions noted. ",62.463697841628466,1.7474420038057508,2.797532109348129,51.72098083965819,0.6964270796544987,43.58375780881122,1.2093729938649465,2.7748249684437503,0.011622995652809871,0.0008262973357847382,7.109159811007758,0.15681451482762532,0.004078394006164213,2.600775834205968,0.12267217671961832,0.009326896024592588,7.603106322887141,0.011527460684709041,0.0001229811201236374,1.0668535203661074,3.079004927934375e-06,3.77491947068998,50.930257826130905,39.841500611665445,15.743530059830743
ZBTH2306B_B,,Euhedral grain with both rounded terminations present. No inclusions noted but surface is rather scuffed. Some scratches and some discoloration too. ,31.354265123847323,0.6283972118427703,2.0041841496225214,58.437562323712925,0.7400199286940408,23.238870731132767,0.4641413900276177,1.9972631002495935,0.07866802808883971,0.0019257030510778817,2.4478852436763603,0.22353799540320113,0.005394154207726651,2.413081587314532,0.37712400515266314,0.008779418135141657,2.327992388495044,0.01657462510316651,0.00017190703637244993,1.0371699830459986,6.0062205416399995e-06,13.097758822449,37.21774680990386,62.78890402677244,21.843929322776404
