,aliquot_type,intercept,error,QST,QRT,notes,time_of_collection,file
hb01_01072025,hb,0.003237209,7.56E-05,11230,1809,,1736267474,10000-7313-22460-001.csv
lb05_01072025,lb,0.003115804,7.26E-05,11229,1809,,1736266619,10000-7312-22458-001.csv
hb02_01072024,hb,0.003178054,5.73E-05,11232,1810,,1736270164,10000-7314-22464-001.csv
std_1811,std,1.22592341,0.002488271,11233,1811,,1736270965,10000-7315-22466-001.csv
Durango_M,ap,0.312551002,0.000699725,11234,1811,,1736271755,10000-7316-22468-001.csv
THERMO_17_A,ap,0.164274449,0.000409826,11235,1811,,1736272630,10000-7317-22470-001.csv
THERMO_17_B,ap,0.01154304,0.00014748,11236,1811,,1736273438,10000-7318-22472-001.csv
THERMO_17_C,ap,0.414308557,0.001325278,11237,1811,,1736274195,10000-7319-22474-001.csv
THERMO_17_D,ap,0.075824589,0.000712066,11238,1811,,1736274918,10000-7320-22476-001.csv
THERMO_17_E,ap,0.154145341,0.000498698,11239,1811,,1736275845,10000-7321-22478-001.csv
std1812,std,1.231583824,0.001766752,11240,1812,,1736276550,10000-7322-22480-001.csv
THERMO_16_A,ap,0.006553713,0.00011833,11241,1812,,1736277417,10000-7323-22482-001.csv
THERMO_16_B,ap,0.025267897,0.000160524,11243,1831,,1736279124,10000-7325-22486-001.csv
DURANGO_N,ap,0.047532913,0.000308308,11244,1812,,1736279960,10000-7326-22488-001.csv
THERMO_16_F,ap,0.003880999,6.13E-05,11245,1812,,1736280928,10000-7327-22490-001.csv
THERMO_16_D,ap,0.011533887,0.000105727,11246,1812,,1736281776,10000-7328-22492-001.csv
STD1813,std,1.229215684,0.001446697,11247,1813,,1736282396,10000-7329-22494-001.csv
THERMO_16_E,ap,0.0439163,0.000331636,11248,1813,,1736283577,10000-7330-22496-001.csv
ZBTH2306B_A,ap,0.050946108,0.000345072,11249,1813,,1736284485,10000-7331-22498-001.csv
ZBTH2306B_B,ap,0.071847844,0.000465561,11250,1813,,1736285412,10000-7332-22500-001.csv
ZBTH2306B_C,ap,0.415471703,0.000777392,11251,1813,,1736286297,10000-7333-22502-001.csv
ZBTH2306B_D,ap,0.072145547,0.000580944,11252,1813,,1736287079,10000-7334-22504-001.csv
ZBTH2306B_E,ap,0.121533275,0.00053955,11253,1813,,1736287802,10000-7335-22506-001.csv
std1814,std,1.22569273,0.002228482,11254,1814,,1736288391,10000-7336-22508-001.csv
Durango_O,ap,0.120339638,0.000657361,11255,1814,,1736289184,10000-7337-22510-001.csv
THERMO_07_A,ap,0.003491943,6.55E-05,11256,1814,,1736289974,10000-7338-22512-001.csv
THERMO_07_F2,ap,0.055193661,0.000361311,11257,1814,,1736290861,10000-7339-22514-001.csv
THERMO_07_C,ap,0.134163098,0.000552796,11258,1814,,1736291617,10000-7340-22516-001.csv
THERMO_07_D,ap,0.068729804,0.000355871,11259,1814,,1736292424,10000-7341-22518-001.csv
THERM023_07_A,ap,0.052444264,0.000217172,11260,1814,,1736293167,10000-7342-22520-001.csv
std1815,std,1.222622287,0.001819473,11261,1815,,1736293740,10000-7343-22522-001.csv
THERMO23_07_B,ap,0.045834413,0.000261481,11262,1815,,1736294497,10000-7344-22524-001.csv
Durango_P,ap,0.0177609,0.000144566,11263,1815,,1736295214,10000-7345-22526-001.csv
THERMO23_07_C,ap,0.083599177,0.000664789,11264,1815,,1736295928,10000-7346-22528-001.csv
THERMO23_07_D,ap,0.03266208,0.000224512,11265,1815,,1736296729,10000-7347-22530-001.csv
THERMO23_07_E,ap,0.003454647,7.70E-05,11266,1815,,1736297407,10000-7348-22532-001.csv
std1816,std,1.234699309,0.002066333,11267,1816,,1736298135,10000-7349-22534-001.csv
lb05_01082025,lb,0.005692767,9.11E-05,11272,1816,,1736355114,10000-7354-22544-001.csv
std1817,std,1.188663846,0.002457587,11273,1817,,1736355700,10000-7355-22546-001.csv
A4ZB_513_A,ap,0.492080982,0.001086329,11274,1817,,1736356379,10000-7356-22548-001.csv
A4ZB_513_B,ap,0.049813331,0.000356474,11275,1817,,1736357129,10000-7357-22550-001.csv
A4ZB_513_C,ap,0.085522768,0.000662335,11276,1817,,1736357792,10000-7358-22552-001.csv
A4ZB_513_D,ap,0.076337704,0.00080684,11277,1817,,1736358494,10000-7359-22554-001.csv
Durango_Q,ap,0.078741401,0.00035802,11278,1817,,1736359265,10000-7360-22556-001.csv
A4ZB_513_E,ap,0.043486883,0.000277097,11279,1817,,1736359950,10000-7361-22558-001.csv
std1818,std,1.228777833,0.001996727,11280,1818,,1736360526,10000-7362-22560-001.csv
THERMO_12_A,ap,0.005116831,5.92E-05,11281,1818,,1736361200,10000-7363-22562-001.csv
THERMO_12_B,ap,0.180452288,0.000432039,11282,1818,,1736361931,10000-7364-22564-001.csv
THERMO_12_C,ap,0.333531636,0.000897014,11283,1818,,1736362654,10000-7365-22566-001.csv
THERMO_12_D,ap,0.218899539,0.000920498,11284,1818,,1736363358,10000-7366-22568-001.csv
THERMO_12_E,ap,0.073187981,0.00074221,11285,1818,,1736364142,10000-7367-22570-001.csv
std1819,std,1.229323891,0.001703004,11286,1819,,1736364871,10000-7368-22572-001.csv
THERMO_15_A,ap,0.063283227,0.000364109,11287,1819,,1736366426,10000-7369-22574-001.csv
THERMO_15_B,ap,0.033247764,0.000250485,11288,1819,,1736367202,10000-7370-22576-001.csv
DURANGO_R,ap,0.285123841,0.000822304,11289,1819,,1736368116,10000-7371-22578-001.csv
THERMO_15_C,ap,0.027668175,0.000209755,11290,1819,,1736368976,10000-7372-22580-001.csv
THERMO_15_D,ap,0.015629473,0.000141187,11291,1819,,1736369717,10000-7373-22582-001.csv
THERMO_15_E,ap,0.016506709,0.000189259,11292,1819,,1736370878,10000-7374-22584-001.csv
ZBTH23_04_A,ap,0.023142979,0.000204778,11293,1819,,1736371848,10000-7375-22586-001.csv
STD1820,std,1.227809744,0.001729725,11294,1820,,1736372456,10000-7376-22588-001.csv
ZBTH23_04_B,ap,0.053584423,0.000390935,11295,1820,,1736373129,10000-7377-22590-001.csv
ZBTH23_04_C,ap,0.035939251,0.00026112,11296,1820,,1736373970,10000-7378-22592-001.csv
LB07_01092025,lb,0.003933027,9.59E-05,11303,1820,,1736441643,10000-7385-22606-001.csv
hb01_01092025,hb,0.003277083,9.99E-05,11304,1820,,1736442408,10000-7386-22608-001.csv
std1821,std,1.205570535,0.001897383,11305,1821,,1736442911,10000-7387-22610-001.csv
Durango_S,ap,0.208042625,0.000528664,11306,1821,,1736443702,10000-7388-22612-001.csv
GTHERMO_02_A,ap,0.41121095,0.001056792,11307,1821,,1736444930,10000-7389-22614-001.csv
GTHERMO_02_B,ap,0.460372054,0.000989675,11308,1821,,1736445950,10000-7390-22616-001.csv
GTHERMO_02_CC,ap,0.411151779,0.000808258,11309,1821,,1736446634,10000-7391-22618-001.csv
GTHERMO_02_DD,ap,0.279599308,0.000837547,11310,1821,,1736447318,10000-7392-22620-001.csv
GTHERMO_02_E,ap,1.020119054,0.002172971,11311,1831,,1736447980,10000-7393-22622-001.csv
std1822,std,1.226086163,0.001812774,11312,1822,,1736448470,10000-7394-22624-001.csv
