,analysis_notes,morph_notes,corrected_date,corrected_1s,corrected_1s_%,radius,Ft,uncorrected_date,uncorrected_1s,uncorrected_1s_%,U_ng,U_ng_1s,U_ng_1s_%,Th_ng,Th_ng_1s,Th_ng_1s_%,Sm_ng,Sm_ng_1s,Sm_ng_1s_%,He_pmol,He_pmol_1s,He_pmol_1s_%,mass_morph_g,U_ppm,Th_ppm,Sm_ppm,eU
Durango_S,,,36.54396983674165,1.1006852492260149,3.0119476732913,NaN,1,36.54396983674165,1.1006852492260149,3.0119476732913,0.049593167213701383,0.0026999364789537642,5.444170297330471,0.8487433127346615,0.02814424684974694,3.3159904092870938,0.771554355495274,0.04048904365108245,0,0.04969432759965342,0.00048571758666267795,0.9774105217313885,NaN,0,0,0,0
GTHERMO_02_A,,"whole grain with breakage, no visible inclusions, smooth medium abraided surface",155.4944694158346,3.9042313558218624,2.510849016360115,55.84734412126441,0.7286167311334222,113.88187657620107,2.8439717891489282,2.4972997237589065,0.09326330873453317,0.003109596066982318,3.334211609233749,0.27609580445774956,0.008805023802520792,3.1891190160653844,1.1309158465236842,0.03958692474453537,3.500430634712689,0.09900102833557536,0.0009678768232843639,0.9776432018500193,5.899978174014374e-06,15.807398940100883,46.796072174262406,191.6813610437822,26.804475901052548
GTHERMO_02_B,,"whole euhedral grain, no visible inclusions, semi-smooth/partially abraided surface",171.69100056719057,3.6553870629721996,2.1290498924791805,63.57167650121485,0.7594189416672172,131.03782907652558,2.774178837249112,2.1170824156656334,0.09171305920705052,0.0025411911834159065,2.7708062574588617,0.26365185910735955,0.006593738254230001,2.5009261366691207,1.2347291949138088,0.02685400266874487,2.1748900713908714,0.1109318834173187,0.0010729772429114257,0.9672397239258559,6.734316965309999e-06,13.618761884759119,39.150497439531044,183.34883868314785,22.819128783048914
GTHERMO_02_CC,,"whole grain with breakage, no visible inclusions, smooth medium abraided surface",212.64278501103914,4.663268158076842,2.193005588143869,55.408133833285255,0.7249306015279623,155.164237975502,3.392740871401609,2.186548212183576,0.06230838996730811,0.0017525521054691448,2.8127064531577077,0.22650862765929694,0.006435891438512726,2.8413449434664693,0.9963292215310022,0.025685597544195894,2.578023106130151,0.0989866681896754,0.0009535365922500918,0.9632979972847985,4.871678514119999e-06,12.789922361813165,46.49498668739897,204.51456692867905,23.716244233351922
GTHERMO_02_DD,,"whole grain with breakage, no visible inclusions, smooth medium abraided surface",38.11263575917899,23.31324443764822,61.16933130775005,51.62682719372857,0.7117210944828748,27.17019271512505,16.461429501422515,60.58635532702276,0.30984708987341414,0.2622560869914579,84.64048737672533,0.616367714152803,0.4771680448255184,77.41613226471239,0.9213402917471778,0.24659857593441645,26.765200452351955,0.06706034149151492,0.0006640487874657089,0.9902257768098756,3.883187918919375e-06,79.79193805270164,158.72724344597975,237.26389528003352,117.09284026250688
GTHERMO_02_E,,"whole grain with breakage, no visible inclusions, smooth medium abraided surface",2478.3261803063097,123.43061157249196,4.980402198601498,30.792799693603982,0.5393385693540245,1471.315715925088,67.92351238676599,4.616515113077493,0.01558423175320965,0.0007457406179826867,4.7852254111217105,0.0517927091863936,0.003711622151188686,7.166302380188603,0.15573839315077895,0.006505574408317423,4.17724510745338,0.2467762765668419,0.0023853721820256955,0.9666132479227975,8.7066420672e-07,17.899244775341312,59.486434364298844,178.8730855693295,31.87855685095154
DV2206_A,,Large euhedral grain with rounded tips. No inclusions but surface is a bit scuffed and opaque. Small brown surface staining. ,100.71846628258402,6.87010892543213,6.821101610261605,87.40092921563269,0.8225251049956812,83.11345678035663,5.677762720165617,6.831339881783767,0.013543869838924812,0.001142837230842772,8.438040563253795,0.03282220593657309,0.003954671241912932,12.048767378874818,0.23104071178034263,0.011769204468158578,5.093995935810618,0.009732890728020718,0.00011585407654558197,1.1903357366588052,1.8110935985999997e-05,0.7478282651650036,1.8122865633198144,12.756972470055677,1.17371560754516
DV2206_B,,"Large grain with euhedral but rounded tips. No inclusions notes, small chips in sides. Surface bit scuffed. ",132.12981087705495,6.683897008600556,5.058583649090238,79.13750934166721,0.8029127584138687,108.47737019001673,5.624198546498114,5.184674496299427,0.007870179101507913,0.0004887673679457684,6.21037160198961,0.027090250720062554,0.0028210417808918627,10.413494544746497,1.6577941125977336,0.037316680660004126,2.2509840260881107,0.009588007143473569,0.00011248610679322404,1.173195900983364,1.6833512022834372e-05,0.4675304292314134,1.6093047418337358,98.48177316468269,0.8457170435623413
DURANGO_T,,,50.742954303192434,1.3323680725846971,2.625720340648106,NaN,1,50.742954303192434,1.3323680725846971,2.625720340648106,0.01870882067872025,0.0010983121413178424,5.8705578517147385,0.37735253993622014,0.01006338196451681,2.666838274420444,0.13241608169610616,0.006350870915857316,0,0.029708494373569646,0.00030693103629706597,1.0331423479007713,NaN,0,0,0,0
DV2206_C,,"Large  grain with euhedral rounded terminations. Surface mildy scuffed, no chips. Small possible inclusion visable in image 2",-4.366729113629119,7.717525878000523,-176.7347063941553,67.2839778032238,0.7726146912521332,-3.375557775598889,6.026544227667671,-178.53476753478012,0.000397761050183211,0.00021804350902596362,54.81771252502766,0.0010149910528368224,0.00322487294601453,317.7242732338632,0.0011637812227865282,0.004121274198929103,354.1279166767469,-1.1637661630520698e-05,1.4950039817658574e-05,-128.4625751486957,9.04763360221875e-06,0.04396299271951819,0.11218304116425716,0.12862824401964446,0.07032600739311862
