,aliquot_type,intercept,error,QST,QRT,notes,time_of_collection,file
lb04_11072025,lb,0.002956739401088994,7.276472591571787e-05,12020,1960,,1762533295.6068854,10000-8089-24040-001.csv
hb01_11072025,hb,0.0028934323055607573,6.441691818112769e-05,12021,1960,,1762534074.0257218,10000-8090-24042-001.csv
Dur251,ap,0.6086136220150442,0.0016573316476398575,12022,1960,,1762534851.6626308,10000-8091-24044-001.csv
std1961,std,1.2400262335879342,0.0023920034599707635,12023,1961,,1762535368.0232418,10000-8092-24046-001.csv
CTJ4ap1,ap,0.007488647614420445,0.00010878105556658954,12024,1961,,1762536093.7223938,10000-8093-24048-001.csv
CTJ4ap2,ap,0.00533000609068953,7.680259753637696e-05,12025,1961,,1762536798.4906504,10000-8094-24050-001.csv
CTJ4ap3,ap,0.015677315463426964,0.00013316474480212963,12026,1961,,1762537576.6955519,10000-8095-24052-001.csv
CTJ4ap4,ap,0.015634552795733843,0.0001702844809663423,12027,1961,,1762538270.9256902,10000-8096-24054-001.csv
CTJ4ap5,ap,0.026801834261680063,0.00023899977942027538,12028,1961,,1762539027.965823,10000-8097-24056-001.csv
CTJ4ap6,ap,0.0044308035829473,7.429319505732229e-05,12029,1961,,1762539756.2211637,10000-8098-24058-001.csv
CTJ4ap7,ap,0.011940278842029096,0.00011942108433040992,12030,1961,,1762540479.3684027,10000-8099-24060-001.csv
std1962,std,1.2380057583219952,0.002543362810210917,12031,1962,,1762540966.7918997,10000-8100-24062-001.csv
CTJ4ap8,ap,0.01196335197118875,0.00015238857467312557,12032,1962,,1762545218.6581786,10000-8101-24064-001.csv
CTJ4ap9,ap,0.006737550344103033,0.00012304037166880501,12033,1962,,1762546009.5409098,10000-8102-24066-001.csv
CTJ4ap10,ap,0.0032850754808743947,8.618659972384699e-05,12034,1962,,1762546737.9337618,10000-8103-24068-001.csv
CTJ4ap11,ap,0.003708464795063519,0.00010372351801479063,12035,1962,,1762547439.6437304,10000-8104-24070-001.csv
CTJ4ap12,ap,0.015981179959024962,0.00017327594894643946,12036,1962,,1762548254.3541765,10000-8105-24072-001.csv
CTJ4ap13,ap,0.005462419655840472,0.00011279929089757358,12037,1962,,1762549160.948703,10000-8106-24074-001.csv
std1963,std,1.2401792156350249,0.0020305928749763547,12038,1963,,1762549687.3235297,10000-8107-24076-001.csv
CTJ4ap14,ap,0.06546141274966573,0.0003690378930890218,12039,1963,,1762550399.8808496,10000-8108-24078-001.csv
CTJ4ap15,ap,0.00352679870301018,6.993747033430494e-05,12040,1963,,1762551133.4837015,10000-8109-24080-001.csv
CTJ4ap16,ap,0.004780832126969225,9.949023963469577e-05,12041,1963,,1762552068.5839808,10000-8110-24082-001.csv
CTJ4ap17,ap,0.008489406790035394,0.00012712165796037938,12042,1963,,1762552828.0130281,10000-8111-24084-001.csv
CTJ4ap18,ap,0.005279223282944393,0.0001065960965562678,12043,1963,,1762553564.085089,10000-8112-24086-001.csv
std1964,std,1.243247826847229,0.002516471148579364,12044,1964,,1762554208.6182594,10000-8113-24088-001.csv
CTJ4ap19,ap,0.0048787903454233904,8.130707981052364e-05,12045,1964,,1762555977.232439,10000-8114-24090-001.csv
CTJ4ap20,ap,0.0064027343690384025,6.125410162549634e-05,12046,1964,,1762556729.0645726,10000-8115-24092-001.csv
CTJ4ap21,ap,0.005548792951742238,6.640092061363554e-05,12047,1964,,1762557431.010255,10000-8116-24094-001.csv
std1965,std,1.2387922894762888,0.0019847031355148797,12048,1965,,1762557925.9124944,10000-8117-24096-001.csv
lb03_11082025,lb,0.0028108380680595827,6.812245867672679e-05,12051,1965,,1762623220.7907288,10000-8120-24102-001.csv
hb01_11082025,hb,0.0029711157517744585,8.037197191248102e-05,12052,1965,,1762623907.3272624,10000-8121-24104-001.csv
std1966,std,1.2370215367858979,0.0014129181606676315,12053,1966,,1762624434.325189,10000-8122-24106-001.csv
CTJ4ap22,ap,0.02126669782747673,0.0002233651074813484,12054,1966,,1762625170.8277977,10000-8123-24108-001.csv
CTJ4ap23,ap,0.0056664100559118144,7.888941185083424e-05,12055,1966,,1762625825.9787114,10000-8124-24110-001.csv
CTJ4ap24,ap,0.0036522031056145923,9.08394608074563e-05,12056,1966,,1762626468.4509363,10000-8125-24112-001.csv
CTJ4ap25,ap,0.00306716826570224,6.176497476005461e-05,12057,1966,,1762627207.408872,10000-8126-24114-001.csv
Dur252,ap,0.44317082103903777,0.0012452577500275635,12058,1966,,1762627867.5055485,10000-8127-24116-001.csv
CTJ4ap26,ap,0.002887120741783883,0.00012143713294822195,12059,1966,Laser crushed right after initiation. Re-do the extraction.,1762632367.5778477,10000-8128-24118-001.csv
std1967,std,1.2570820367511732,0.002739709570424529,12060,1967,,1762632897.4132128,10000-8129-24120-001.csv
CTJ4ap27,ap,0.0044909716675526,0.00010299897272321516,12061,1967,,1762633528.706111,10000-8130-24122-001.csv
CTJ4ap28,ap,0.004139506422724682,7.564686896747572e-05,12062,1967,,1762634202.8948727,10000-8131-24124-001.csv
CTJ4ap29,ap,0.008069306869572348,0.00013733752925281694,12063,1967,,1762634870.9402065,10000-8132-24126-001.csv
CTJ4ap30,ap,0.007421416456841673,0.0001232894796689155,12064,1967,,1762635526.3288355,10000-8133-24128-001.csv
CTJ4ap31,ap,0.010606755385778295,0.00016167264778371883,12065,1967,,1762636244.6960952,10000-8134-24130-001.csv
CTJ4ap32,ap,0.008274006860910978,0.00011476571476336944,12066,1967,,1762636978.4403858,10000-8135-24132-001.csv
CTJ4ap33,ap,0.008423489567881384,0.00010263134056101424,12067,1967,,1762637668.1096773,10000-8136-24134-001.csv
CTJ4ap34,ap,0.012595690792393036,0.00017807997555042176,12068,1967,,1762638317.9512165,10000-8137-24136-001.csv
std1968,std,1.2413073076309995,0.002073449847131345,12069,1968,,1762638866.1141696,10000-8138-24138-001.csv
CTJ4ap35,ap,0.005132375945168451,0.00012541153466848407,12070,1968,,1762639552.623042,10000-8139-24140-001.csv
CTJ4ap36,ap,0.0038029401959712296,0.00012174513885438048,12071,1968,,1762640270.9051406,10000-8140-24142-001.csv
CTJ4ap37,ap,0.004633406587777368,7.409931968265858e-05,12072,1968,,1762640992.0294595,10000-8141-24144-001.csv
CTJ4ap38,ap,0.0067746459022756935,0.0001501968900983321,12073,1968,,1762641642.1737316,10000-8142-24146-001.csv
CTJ4ap39,ap,0.008570363472325874,0.00019836289508390052,12074,1968,,1762642386.3570156,10000-8143-24148-001.csv
CTJ4ap40,ap,0.0058848776583558535,0.00014265823645239154,12075,1968,,1762643083.7202914,10000-8144-24150-001.csv
CTJ4ap41,ap,0.010031951189414459,0.000248510488659677,12076,1968,,1762643754.3086655,10000-8145-24152-001.csv
hb02_11082025,hb,0.003075735644961952,9.363878657449257e-05,12077,1968,,1762644433.5899394,10000-8146-24154-001.csv
std1969,std,1.248594031700426,0.0027950141145011488,12078,1969,,1762644973.7334406,10000-8147-24156-001.csv
std1972,std,1.2240538744796186,0.0015324720157006728,12084,1972,,1762708717.685123,10000-8151-24168-001.csv
hb01_11092025,hb,0.0029691494761508747,4.264246011871135e-05,12085,1972,,1762709880.093625,10000-8152-24170-001.csv
CTJ4ap43,ap,0.014943187176497641,8.680923734579444e-05,12086,1972,,1762710583.1190202,10000-8153-24172-001.csv
CTJ4ap44,ap,0.006278399583548385,7.62182339900863e-05,12087,1972,,1762711314.9575691,10000-8154-24174-001.csv
CTJ4ap45,ap,0.006351916310162889,9.06082546953978e-05,12088,1972,,1762712010.3834224,10000-8155-24176-001.csv
CTJ4ap46,ap,0.0032538670572570235,4.9073776233380174e-05,12089,1972,,1762712663.4518244,10000-8156-24178-001.csv
CTJ4ap47,ap,0.003901951806386362,4.980305812939596e-05,12090,1972,,1762713319.2779055,10000-8157-24180-001.csv
std1973,std,1.240058468550687,0.0014255064469968666,12091,1973,,1762713831.523105,10000-8158-24182-001.csv
lb03_11102025,lb,0.0029193554114226457,6.261674753669763e-05,12094,1973,,1762791002.1152294,10000-8161-24188-001.csv
hb01_11102025,hb,0.003181175433794362,6.761385645115185e-05,12095,1973,,1762791638.1620328,10000-8162-24190-001.csv
std1974,std,1.2331325685713053,0.0015775313899030615,12096,1974,,1762792144.3569543,10000-8163-24192-001.csv
CTJ4ap48,ap,0.006808588868230404,8.909332950575513e-05,12097,1974,,1762792848.6412709,10000-8164-24194-001.csv
CTJ4ap49,ap,0.015429957744187428,0.00016424715618295282,12098,1974,,1762793487.7369707,10000-8165-24196-001.csv
Dur253,ap,0.7608968807240419,0.001166362634627668,12099,1974,,1762794134.6014276,10000-8166-24198-001.csv
CTJ3ap17,ap,0.008223196334984782,9.345925609961236e-05,12100,1974,,1762794820.6007848,10000-8167-24200-001.csv
CTJ3ap18,ap,0.009677790058771238,8.232186137187734e-05,12101,1974,,1762795519.6297743,10000-8168-24202-001.csv
CTJ3ap19,ap,0.004697314603821817,6.31819207386405e-05,12102,1974,,1762800538.2148376,10000-8169-24204-001.csv
CTJ3ap20,ap,0.0035839922091908914,5.430915378491457e-05,12103,1974,,1762801203.4377933,10000-8170-24206-001.csv
CTJ3ap21,ap,0.0036989330858002204,5.1628462710276244e-05,12104,1974,,1762801865.788995,10000-8171-24208-001.csv
std1975,std,1.2441462653907416,0.0013272373914283344,12105,1975,,1762802382.4783642,10000-8172-24210-001.csv
CTJ3ap22,ap,0.005545022411033115,7.784977641593615e-05,12106,1975,,1762803138.8201656,10000-8173-24212-001.csv
CTJ3ap23,ap,0.005572543213422073,7.913577873833316e-05,12107,1975,,1762803796.458301,10000-8174-24214-001.csv
CTJ3ap24,ap,0.008438595465286396,8.28324072650854e-05,12108,1975,,1762804484.7986317,10000-8175-24216-001.csv
CTJ3ap25,ap,0.004515556698923222,4.878957829467714e-05,12109,1975,,1762805246.3611038,10000-8176-24218-001.csv
CTJ3ap26,ap,0.004642805951123142,5.8448321938769575e-05,12110,1975,,1762805979.0535555,10000-8177-24220-001.csv
CTJ3ap27,ap,0.0034897604224844968,4.846960551785047e-05,12111,1975,,1762806610.4061003,10000-8178-24222-001.csv
CTJ3ap29,ap,0.008351427200455482,6.625108555486204e-05,12112,1975,,1762807356.4045498,10000-8179-24224-001.csv
CTJ3ap30,ap,0.0034718872066772655,4.378694039390453e-05,12113,1975,,1762808018.9074688,10000-8180-24226-001.csv
std1976,std,1.2356721717776278,0.0017127084778760483,12114,1976,,1762808522.5448022,10000-8181-24228-001.csv
CTJ3ap31,ap,0.0037751031318720616,5.457039703923461e-05,12115,1976,,1762809224.2265775,10000-8182-24230-001.csv
CTJ3ap32,ap,0.0028459506985455156,3.7549321342985555e-05,12116,1976,,1762809863.120989,10000-8183-24232-001.csv
CTJ3ap33,ap,0.019755503464774577,0.0001303291515458254,12117,1976,,1762810585.92377,10000-8184-24234-001.csv
CTJ3ap34,ap,0.012317640200740465,7.920465112092227e-05,12118,1976,,1762811415.4604506,10000-8185-24236-001.csv
CTJ3ap35,ap,0.0031847778310336305,6.264615212674293e-05,12119,1976,,1762812072.750345,10000-8186-24238-001.csv
CTJ3ap36,ap,0.0032915295396991626,5.5986966175048484e-05,12120,1976,,1762812717.233742,10000-8187-24240-001.csv
CTJ3ap37,ap,0.008872799788630963,9.292003307193461e-05,12121,1976,,1762813389.8294692,10000-8188-24242-001.csv
CTJ3ap38,ap,0.014403953563122985,9.959199064021426e-05,12122,1976,,1762814060.0248106,10000-8189-24244-001.csv
std1977,std,1.2386786726565038,0.0016272871714153206,12123,1977,,1762814550.3441782,10000-8190-24246-001.csv
hb02_11102025,hb,0.0029443754300390694,5.981587705297458e-05,12124,1977,maybe replace hb01_11102025 instead of using average? I dont know -HG,1762815234.3039525,10000-8191-24248-001.csv
