,analysis_notes,morph_notes,corrected_date,corrected_1s,corrected_1s_%,radius,Ft,uncorrected_date,uncorrected_1s,uncorrected_1s_%,U_ng,U_ng_1s,U_ng_1s_%,Th_ng,Th_ng_1s,Th_ng_1s_%,Sm_ng,Sm_ng_1s,Sm_ng_1s_%,He_pmol,He_pmol_1s,He_pmol_1s_%,mass_morph_g,U_ppm,Th_ppm,Sm_ppm,eU
DUR_HG_01,,,31.341316514391043,15.232307946672144,48.601365994558336,NaN,1,31.341316514391043,15.232307946672144,48.601365994558336,0.1498452566649873,0.0056699064835762005,3.783841150375917,3.7973071724135887,2.1563322559752724,56.785826325572074,2.7970605866337617,0.2080481640001776,7.43810001808226,0.17831342143670376,0.0013412767735044957,0.7522018043833066,NaN,0,0,0,0
CTJ1_ap1,,,5.956186018219186,0.17031684856069992,2.859495120530541,48.253189728617315,0.6894189774624967,4.110219096901117,0.11784796682029536,2.8671942794763994,0.044856555510045276,0.0012216952110309497,2.7235600173476553,0.14111069826590203,0.005258372427456348,3.726416559535217,0.12809954777971008,0.0075093144881135535,5.862092894369271,0.0017389025492954655,3.228910206416645e-05,1.856866681646347,2.124721555534491e-06,21.111733626085062,66.41373684864061,60.29004009774147,36.7189617855156
CTJ1_ap2,,,15.301448443149793,0.43662621337802393,2.853495961511371,50.32432152429251,0.7055461394474297,10.819489322531265,0.307404551710173,2.841211285915428,0.06682962744285062,0.002291520584095774,3.4288992349319445,0.12309162411322824,0.00482471933918219,3.9196162809128894,0.4683779233621734,0.012328524842997598,2.632174623965904,0.005635625269811202,6.790583030336569e-05,1.204938707815124,2.3333247755861726e-06,28.641373949351667,52.753746671337446,200.7341319403376,41.038504417115966
CTJ1_ap3,,,11.336269676999425,1.0484290212419216,9.248448132537971,35.522538989040804,0.5846417489535475,6.631640555423341,0.612129849796116,9.230443729274764,0.006386994731411387,0.0005499018637399875,8.609712186477273,0.04017839851001575,0.0024871836345994676,6.1903503545056875,0.0007668965152119652,0.0011962313552927465,155.98341256800677,0.0005692327832688432,4.42282480901287e-05,7.769799876273136,7.327243760739332e-07,8.716776648859472,54.83425940501491,1.0466370988244345,21.602827609037973
CTJ1_ap4,,,6.367095811752936,0.32099189221847574,5.041417652706924,34.30334229813792,0.5865041375706919,3.737312764699227,0.1889819846492742,5.056627490059243,0.026419224559055297,0.0012955717325075912,4.903897650786759,0.047864549079215744,0.004170609017275622,8.713356957303143,0.02194644290423207,0.002550477111806598,11.621368997865131,0.00076138688987968,2.1311746901907425e-05,2.79906932798321,9.198842755159657e-07,28.720161070518007,52.033228910634854,23.857830260140332,40.9479698645172
CTJ1_ap5,,,5.334092686051261,0.18166346229866906,3.4057050184696256,33.41709137955166,0.5861950250099548,3.1335041580612844,0.1068770887003966,3.4107849649869943,0.06074343083663919,0.0016884119174024855,2.7795794444723234,0.03434638724795522,0.003095818316593939,9.013519512967834,0.221089964474248,0.014368868137317178,6.4991046389131,0.001167679708693651,2.6072063865406782e-05,2.2328095342664698,1.1422566417881296e-06,53.17844398046068,30.068888191525986,193.55542037220795,60.244632705469286
CTJ1_ap6,,,4.365343338168368,0.12913271509273075,2.9581342196765874,52.23100942797808,0.7144866050883704,3.1203922829908395,0.09232569812792034,2.9587849781319107,0.08910323993272112,0.0018167456402986388,2.0389220882095898,0.1836399246106425,0.005699571310033695,3.1036667664278643,0.07664056453243141,0.006633484318554855,8.6553176624212,0.0022326390401139,5.460045403420135e-05,2.445556718000231,2.621393090387446e-06,33.99079682458136,70.05432542110661,29.23657837257205,50.45356329854141
CTJ1_ap7,,,4.982850907244472,1.3687982077934302,27.470181895335465,38.83723523386077,0.6198753042101326,3.179028135048448,0.8833618350989811,27.787166315390877,0.0029305000846933777,0.00033307544982036765,11.36582290374572,0.012429408492965154,0.00324703085271577,26.12377616001226,0.3537531200644906,0.015100148310801649,4.268555513531253,0.00010807770207091235,2.6401476666269922e-05,24.42823650057556,1.0195681935734992e-06,2.8742560852376395,12.190855473238276,346.96366784904916,5.739107121448635
CTJ1_ap8,,,41.41940516502124,2.7206823714933233,6.568617682107479,31.785315248613138,0.5479751297611735,22.732818951380196,1.5168419202067913,6.672476138797112,0.005711452292004411,0.00034923392912739894,6.114625690147133,0.02501613633937616,0.0025127140195801414,10.044372901921921,0.0013156839880548391,0.0009087021849089514,69.06690308304304,0.0014289300130164984,4.4902139203209206e-05,3.142360982986139,6.019457829289638e-07,9.488316811878763,41.558786603092365,2.1857184240961853,19.254631663605466
CTJ1_ap10,,,7.230611592397267,0.24316889415359355,3.363047386050678,28.14133198731441,0.5028768597548252,3.6443459378385277,0.12183654048635802,3.3431661693077257,0.02614138170651432,0.000985686887496776,3.770599804413349,0.09149485514320391,0.0031548228291978526,3.448087681280063,0.09430894696553836,0.007012535158888561,7.435705078385644,0.0009421406314331633,2.0706882231781744e-05,2.197854708832894,8.351668241673925e-07,31.300790393075776,109.55278932974664,112.9222859870641,57.04569588556623
