,analysis_notes,morph_notes,corrected_date,corrected_1s,corrected_1s_%,radius,Ft,uncorrected_date,uncorrected_1s,uncorrected_1s_%,U_ng,U_ng_1s,U_ng_1s_%,Th_ng,Th_ng_1s,Th_ng_1s_%,Sm_ng,Sm_ng_1s,Sm_ng_1s_%,He_pmol,He_pmol_1s,He_pmol_1s_%mass_morph_g,U_ppm,Th_ppm,Sm_ppm,eU,He_pmol_1s_%,mass_morph_g
Dur_EM_a1,,,45.66840400836358,2.521374423732409,5.521047819561751,NaN,1,45.66840400836358,2.521374423732409,5.521047819561751,0.055310093407337384,0.0014345485435634893,2.593646937094457,0.9122185345897073,0.062036575350408005,6.80062649442992,0.97991485772324,0.03268860668734663,0,0.0673109084456157,0.0006803636988502817,,0,0,0,0,1.0107777692526407,NaN
A24UM01_DJ_a1,,"Clear, fracture on one side?",39.157663223241016,3.1323449273178423,7.999315253977464,43.28793142519892,0.6698615094802784,26.272250730040565,2.1449412309214315,8.164284259318652,0.009424628518083504,0.0005348668897155719,5.675203947713124,0.006064922530059758,0.002554564661082186,42.12031808190328,0.01158201473871133,0.004377106191962308,37.79226922698016,0.0015428563272721657,5.539934805949556e-05,,4.480929918144947,2.8835611678519983,5.506656973853948,5.158566792590167,3.590700383453326,2.103275143831125e-06
A24UM01_DJ_a4,,No comment,245.48374598736274,240.8633827937121,98.11785371977805,35.7230505683737,0.596430942704536,147.38746133365703,148.77985756646,100.94471824143226,0.0005230359789823398,0.0003419434734683468,65.37666378776832,0.0014185078743909633,0.0033207927902004024,234.1046426426209,-0.0007894519675263749,0.002198160319165499,0,0.0006887155917493141,6.600004262814599e-05,,0.42725535446865603,1.158744539656142,-0.6448840878551647,0.6995603212878494,9.583062067828047,1.2241765340373523e-06
A24UM01_DJ_a5,,"Clear, maybe dot inclusion? Crack lookalike is just the opposite side of the grain",72.98916416972217,30.410200190454,41.66399291782677,31.616515628734405,0.5674446957619877,41.59991313230022,18.469049955279658,44.39684740817253,0.0016581454294518755,0.00033114519431238744,19.970817301703892,0.0007083753947523061,0.0030470608493496257,430.14775384950735,0.004818717941925886,0.002617750628467296,54.32462866712354,0.00041201826613482067,4.000053956387645e-05,,1.9445072597472843,0.8307118743966511,5.650910863618749,2.1397245502304973,9.708438399861492,8.52732959026018e-07
A24UM01_DJ_a6,,"Weird shape, a little cracked. tiny dot inclusion.",52.317372620087056,4.291630927702636,8.203070438699516,45.985369249826114,0.6896686744222656,36.1456382390986,3.037288301177428,8.402917887591773,0.012305763336335717,0.0007254534672750602,5.895233375185957,0.004130108467247733,0.003408084488946151,82.51803835111545,0.01173934380395821,0.002600821182714458,22.154740726117303,0.0025977503922969916,6.146801399670477e-05,,6.4504186881447465,2.1649147731076464,6.153513649658444,6.959173659825043,2.366201702017772,1.9077464473666704e-06
A24UM01_DJ_a7,,"Weird shape, two dot inclusions that glow",27.303949798153194,4.769905956759942,17.469655460187568,48.63927936025004,0.7011082969205055,19.167642078065846,3.4270797714521164,17.879506292398034,0.004757847950767292,0.000384045753585697,8.071837468529495,0.00432612211932101,0.0032810336782766038,75.8423730949039,0.008471669899907356,0.00316321532856412,37.33874626770706,0.0005992596105778925,5.909359375001093e-05,,2.062657558833744,1.875492571891938,3.6727012161391537,2.5033983132283493,9.86110071610272,2.3066591593892337e-06
A24UM01_DJ_a8,,"Weird shape, dot inclusion, lines that look like inclusions are due to weird shape of it.",75.14977999148907,18.44915281997142,24.549842756772993,33.155448499559476,0.5865026748038059,44.24809101250023,11.521579267444674,26.03859060086861,0.003342207181445999,0.00042191105907034,12.62372546539144,0.0008417580767325321,0.0033903152621607875,402.7659913072693,0.007222666554840226,0.002554944494089271,35.37397822106422,0.0008496175429887175,4.4726277084823434e-05,,3.2205340031210867,0.8111138422442317,6.959725106869235,3.411145756048481,5.2642836125404,1.037780435855357e-06
A24UM07_DJ_a1,,"Clear, rough, maybe one small inclusion",897.149466579893,63834.05032605564,7115.207967453112,77.50198244510676,0.9461210617929732,825.2518427091701,70460.01160758392,8538.001124150773,7.285469369780816e-05,0.00020470792361765517,280.9811053036022,-0.00025378334551802765,0.0028697624319139895,-1130.7922614292017,-0.0006314889427849746,0.0032232824682107584,0,7.45956530352564e-05,3.585869078890312e-05,,0.007069047988502209,-0.024624448434178887,-0.0612729999150324,0.0012823026064701709,48.07075121650198,1.0306153504164374e-05
Dur_EM_a2,,,68.1201206097936,2.25134194513662,3.304958835925704,NaN,1,68.1201206097936,2.25134194513662,3.304958835925704,0.06499509475564892,0.0033786992291813685,5.198391112258076,1.28077299665087,0.04712122576666925,3.6791239267136246,0.9788474122862421,0.028463026123445447,0,0.13623854001128236,0.0013397389792976515,,0,0,0,0,0.983377375584547,NaN
A24UM07_DJ_a2,,"clear, euhedral, rough surface but clear, sharp edges",146.24437183847328,7.073637175701797,4.836861129612988,75.99053077498131,0.8067938978430833,118.40140259620256,5.773564608215907,4.876263694194684,0.023636018190148024,0.0009379269718838627,3.96821056888004,0.0008036126777997872,0.0028249333431089123,351.52921564693366,0.11713743252823744,0.006123699294728059,5.22779026529531,0.015454892986506253,0.00017323665076593572,,2.430732789947765,0.08264368687784622,12.046436751151337,2.4501540563640587,1.1209178278826617,9.7238241438525e-06
