,aliquot_type,intercept,error,QST,QRT,notes,time_of_collection,file
lb02_10262024,lb,0.00329063,8.66e-05,10860,1745,,1729965444.0,10000-6946-21720-001.csv
hb02_10262024,hb,0.003518339,7.97e-05,10862,1745,hb2,1729970582.0,10000-6948-21724-001.csv
std1746,std,1.221021326,0.002013426,10863,1746,,1729971194.0,10000-6949-21726-001.csv
FCTVV_EM_z1,zirc,0.556543125,0.000877095,10864,1746,,1729972714.0,10000-6950-21728-001.csv
FCTVV_EM_z1_re1,zirc,0.019214951,0.000194776,10865,1746,re1,1729974202.0,10000-6951-21730-001.csv
z24TR01_EM_z2,zirc,2.098270846,0.003673538,10866,1746,,1729979125.0,10000-6952-21732-001.csv
z24TR01_EM_z2_re1,zirc,0.027938654,0.000326899,10867,1746,1.15 done,1729982601.0,10000-6953-21734-001.csv
std1747,std,1.226366954,0.001619101,10868,1747,,1729983174.0,10000-6954-21736-001.csv
lb02_10272024,lb,0.003263256,7.45e-05,10870,1747,,1730046437.0,10000-6956-21740-001.csv
hb01_10272024,hb,0.003296856,6.15e-05,10871,1747,,1730048054.0,10000-6957-21742-001.csv
std1748,std,1.22092657,0.0018064029999999998,10872,1748,,1730048666.0,10000-6958-21744-001.csv
z24TR01_EM_z3,zirc,46.12961619,0.06988301200000001,10873,1748,,1730050458.0,10000-6959-21746-001.csv
z24TR01_EM_z3_re1,zirc,1.2195720559999998,0.0019258370000000001,10874,1748,2.57 done,1730051932.0,10000-6960-21748-001.csv
z24TR01_EM_z3_re2,zirc,0.5002445560000001,0.001050545,10875,1748,1.04 done,1730053355.0,10000-6961-21750-001.csv
z24TR01_EM_z3_re3,zirc,0.317996361,0.000636327,10876,1748,0.65 left,1730054870.0,10000-6962-21752-001.csv
z24TR01_EM_z4,zirc,2.927003985,0.006047205,10877,1748,400C and 100%,1730059442.0,10000-6963-21754-001.csv
z24TR01_EM_z4_re1,zirc,0.005807488,8.22e-05,10878,1748,400C and 100% and 0.09 left,1730060939.0,10000-6964-21756-001.csv
std1749,std,1.230237651,0.002312191,10879,1749,,1730061582.0,10000-6965-21758-001.csv
