,analysis_notes,morph_notes,corrected_date,corrected_1s,corrected_1s_%,radius,Ft,uncorrected_date,uncorrected_1s,uncorrected_1s_%,U_ng,U_ng_1s,Th_ng,Th_ng_1s,Sm_ng,Sm_ng_1s,He_pmol,He_pmol_1s,mass_morph_g,U_ppm,Th_ppm,Sm_ppm,eU
labDUR2,,,32.05505963693615,0.7076242398594652,2.2075274476921876,NaN,1,32.05505963693615,0.7076242398594652,2.2075274476921876,0.044042268062125925,0.0015360001647665939,0.942809334460875,0.02251573101744395,0.5997374121329343,0.030403610789812543,0.04644599977055926,0.00035928272679933225,NaN,0,0,0,0
A22PR48_a1,,clear euhedral hexagonal prism w/ both tips and free of inclusions,14.485506305928418,1.0282380394759503,7.098392129069923,39.922425366094565,0.6334188420408013,9.22245407822781,0.668786019352483,7.251714279947893,0.01064341487816817,0.0006526031356953921,0.029839116229180306,0.0042814339360063465,0.16759944600971405,0.007759045053036533,0.0008913490019846488,2.539741547793842e-05,1.814413166423722e-06,5.866037060978096,16.44560168618835,92.37115840603107,9.730753457232359
A22PR48_a2,,clear euhedral hexagonal prism w/ both tips and free of inclusions,5.034126764113227,0.21571373706053798,4.285027913843891,41.97777901546424,0.6494663294763938,3.284680714389049,0.1411870408472024,4.298349006304048,0.029223312857856214,0.001306677937371352,0.08088652984092104,0.004685780330249201,0.4648015220905886,0.01928470760607189,0.0008670333051643307,2.249235595833932e-05,2.0335736011791434e-06,14.370423003579228,39.77556051771126,228.56390436081537,23.717679725241375
A22PR48_a4,,clear euhedral hexagonal prism w/ both tips and free of inclusions,3.731092308585526,0.13102996778418122,3.5118393474927263,50.19206936037266,0.7036809807910689,2.636380281889152,0.09249745681017821,3.5085020717837136,0.05783234838495651,0.002143882222585627,0.12308885988589605,0.005243611910744789,0.9723838719770772,0.03784902605692618,0.0012532826424694117,2.7610588205870928e-05,3.6585352268458787e-06,15.807514428340035,33.64430086190922,265.78502370069987,23.7139251308887
A22PR48_a5,,clear euhedral hexagonal prism w/ both tips and free of inclusions,2.991303391219449,0.12110938601822886,4.048716234325426,49.302440070142644,0.6975062997261545,2.096891308258124,0.08496484325471347,4.051943127433404,0.04728644266545326,0.0017947182981205183,0.11755456559226796,0.0053092558726517665,0.9969279476480305,0.03999606318342366,0.0008631446207761599,2.5294182314986545e-05,3.1769296777279422e-06,14.884321487176038,37.00257088357711,313.8023339443281,23.579925644816658
A22PR46_a1,,clear euhedral hexagonal prism w/ both tips and free of inclusions,3.8444871011050075,0.18873062290517728,4.909123582465164,50.886618104749815,0.712148571522501,2.765138159213986,0.13650627027248866,4.93668896136791,0.03758792590956227,0.0017236208406267908,0.04075290570817531,0.0038329382625432178,1.4229589491442858,0.05768507287498597,0.0007297666034795043,2.2441704016658638e-05,3.3514613841430987e-06,11.215383858338187,12.159741986284292,424.5786497427025,14.072923225114996
A22PR46_a2,,clear euhedral hexagonal prism w/ both tips and free of inclusions,6.888046640899699,0.1807318754574049,2.6238480207764416,55.061853590684436,0.7357649415523558,5.102959519257322,0.13417083206256747,2.6292748660113716,0.12439988852907896,0.0030695661974395314,0.05894776664888561,0.003306295270479907,3.2078464948883734,0.18662052950835586,0.003912297221275395,5.929902542255157e-05,4.296447254713787e-06,28.954129110416837,13.720118775858799,746.6276913719655,32.178357022743654
A22PR46_a3,,clear euhedral hexagonal prism w/ both tips and free of inclusions,4.464282651450055,0.09231871376630946,2.0679406071280724,65.18732718358359,0.7664010675370817,3.437018860518386,0.07140123913950022,2.0774177284767994,0.14603868325080313,0.002660252168355089,0.34196384891325154,0.010536183712180082,3.9287284869247436,0.20363100145437002,0.004296086567294981,5.9747610871091235e-05,6.547380041353617e-06,22.304903996471058,52.22911252338933,600.0458904341394,34.57874543946755
A22PR46_a4,,clear euhedral hexagonal prism w/ both tips w/ one small inclusion,7.740111538849213,0.3145702168944614,4.064156121207928,50.14669757415389,0.7122133956139833,5.571910174449249,0.22952290291159214,4.119285769610943,0.03847832186237912,0.0012541403906559433,0.017778268127439097,0.0036009697307457667,1.3994524968285316,0.07654444254576306,0.0013329286033609937,3.226357866535938e-05,3.3695004755591034e-06,11.419592352481978,5.276232562183906,415.32936617150045,12.659507004595195
A22PR46_a5,,clear euhedral hexagonal prism w/ minor surface pitting and a chip off of one side of the long axis (side b); one potential small inclusion,4.469430295332439,0.1301747909635869,2.912558925005103,56.46205185648529,0.7388128781268736,3.324212977577114,0.09722886441875925,2.9248686854482315,0.1072289320337474,0.0029829517104444023,0.10585848068675527,0.0064746641003402255,3.0108408410956002,0.14149329689761395,0.002435916474452587,4.0928545928269366e-05,4.5285216472875586e-06,23.67857335913899,23.375946706616972,664.8617530400895,29.17192083519398
