,aliquot_type,intercept,error,QST,QRT,notes,time_of_collection,file
std1579,std,1.20894508,0.00174508,10009,1579,,1718229592,10000-6104-20018-001.csv
lb01_06132024,lb,0.031466864,0.003369099,10010,1579,,1718290314,10000-6105-20020-001.csv
lb02_06132024,lb,0.003502295,6.99E-05,10011,1579,,1718291327,10000-6106-20022-001.csv
hb01_06132024,hb,0.003319011,8.41E-05,10012,1579,,1718292463,10000-6107-20024-001.csv
std1580,std,1.206832976,0.001373243,10013,1580,,1718292975,10000-6108-20026-001.csv
JI38.45-28,zirc,5.423913674,0.008422336,10014,1580,,1718294070,10000-6109-20028-001.csv
JI38.45-28_re1,zirc,0.152470584,0.000571856,10015,1580,2.68%,1718295188,10000-6110-20030-001.csv
NFCT-22,zirc,0.591306584,0.00136333,10016,1580,,1718296329,10000-6111-20032-001.csv
NFCT-22_re1,zirc,0.003443563,7.43E-05,10017,1580,0.02%. Blank,1718297468,10000-6112-20034-001.csv
JI38.45-29,zirc,6.034271505,0.009643048,10018,1580,,1718298638,10000-6113-20036-001.csv
JI38.45-29_re1,zirc,0.516484119,0.0014175,10019,1580,7.84%,1718299746,10000-6114-20038-001.csv
JI38.45-29_re2,zirc,0.111267257,0.000485496,10020,1580,1.62%,1718300852,10000-6115-20040-001.csv
std1581,std,1.204273324,0.002172344,10021,1581,,1718301399,10000-6116-20042-001.csv
JI38.45-30,zirc,8.522963328,0.012960619,10022,1581,Maxed at 814 C,1718302541,10000-6117-20044-001.csv
JI38.45-30_re1,zirc,0.003623709,7.02E-05,10023,1581,Maxed at 822 C but 0.00% remaining,1718303662,10000-6118-20046-001.csv
JI38.45-31,zirc,1.852138491,0.003799885,10024,1581,,1718304806,10000-6119-20048-001.csv
JI38.45-31_re1,zirc,0.011078128,0.000134804,10025,1581,0.42% remaining,1718305890,10000-6120-20050-001.csv
JI38.45-32,zirc,3.311763716,0.004790017,10026,1581,,1718306988,10000-6121-20052-001.csv
JI38.45-32_re1,zirc,0.003683782,7.86E-05,10027,1581,0.01%. Blank,1718308102,10000-6122-20054-001.csv
std1582,std,1.214895226,0.003038845,10028,1582,,1718308765,10000-6123-20056-001.csv
NFCT-23,zirc,0.682355417,0.001168159,10029,1582,,1718309932,10000-6124-20058-001.csv
NFCT-23_re1,zirc,0.189609998,0.000451667,10030,1582,21.45%,1718311009,10000-6125-20060-001.csv
NFCT-23_re2,zirc,0.072386536,0.000451181,10031,1582,7.37% but I think that is enough,1718312233,10000-6126-20062-001.csv
std1583,std,1.211713771,0.002000563,10032,1583,,1718312837,10000-6127-20064-001.csv
lb01_06142024,lb,0.037458509,0.003178,10033,1583,,1718379302,10000-6128-20066-001.csv
lb02_06142024,lb,0.00340131,8.06E-05,10034,1583,,1718380462,10000-6129-20068-001.csv
hb01_06142024,lb,0.003342174,5.35E-05,10035,1583,,1718381519,10000-6130-20070-001.csv
std1584,std,1.206935667,0.001945142,10036,1584,,1718382306,10000-6131-20072-001.csv
JIDur-4,ap,0.384577082,0.000748326,10037,1584,,1718383046,10000-6132-20074-001.csv
URLAp114.9-1,ap,0.259560675,0.000668845,10038,1584,,1718383804,10000-6133-20076-001.csv
URLAp114.9-2,ap,0.565597539,0.00112647,10039,1584,,1718384475,10000-6134-20078-001.csv
URLAp114.9-3,ap,0.114636249,0.000580737,10040,1584,,1718385252,10000-6135-20080-001.csv
URLAp114.9-4,ap,0.18938714,0.000821712,10041,1584,,1718385953,10000-6136-20082-001.csv
URLAp114.9-5,ap,0.058980172,0.000291965,10042,1584,,1718386622,10000-6137-20084-001.csv
URLAp114.9-6,ap,0.113036682,0.0005053,10043,1584,,1718387427,10000-6138-20086-001.csv
std1585,std,1.206151314,0.002478411,10044,1585,,1718387961,10000-6139-20088-001.csv
URLAP114.9-7,ap,0.329455559,0.000787725,10045,1585,,1718388676,10000-6140-20090-001.csv
JIDur-5,ap,0.289437824,0.001005812,10046,1585,,1718389537,10000-6141-20092-001.csv
URLAP114.9-8,ap,0.152565279,0.000537382,10047,1585,,1718390252,10000-6142-20094-001.csv
JI38.45Ap-8,ap,1.41858618,0.002360695,10048,1585,,1718390969,10000-6143-20096-001.csv
JI38.45Ap-9,ap,1.337443185,0.002161743,10049,1585,,1718391679,10000-6144-20098-001.csv
JI38.45Ap-10,ap,1.159125832,0.001966228,10050,1585,,1718392463,10000-6145-20100-001.csv
std1586,std,1.197356142,0.002122637,10051,1586,,1718392975,10000-6146-20102-001.csv
JI38.45AP-11,ap,4.227640408,0.00564079,10052,1586,,1718393653,10000-6147-20104-001.csv
JIDur-6,ap,0.224185427,0.000739939,10053,1586,,1718394432,10000-6148-20106-001.csv
std1587,std,1.204861254,0.002044763,10054,1587,,1718394934,10000-6149-20108-001.csv
