,analysis_notes,morph_notes,corrected_date,corrected_1s,corrected_1s_%,radius,Ft,uncorrected_date,uncorrected_1s,uncorrected_1s_%,U_ng,U_ng_1s,Th_ng,Th_ng_1s,Sm_ng,Sm_ng_1s,He_pmol,He_pmol_1s,mass_morph_g,U_ppm,Th_ppm,Sm_ppm,eU
20UM06Z_01,,clear and bright; clear intrusions centrally along length; asymmetrically verging tips; all grains from this sample packed in tubes from Alexis,152.56406938713775,5.051133683457925,3.310827840230494,58.135576427321176,0.7876444087501884,120.51132901191448,3.9643222447789848,3.289584703183422,1.1813130676118702,0.042480624306278844,0.33159493758156244,0.012025432871216895,0,0,0.8268095106520059,0.0012886175402585442,6.9310197503999995e-06,170.43856606290797,47.842157362547646,0.0,181.68147304310668
20UM06Z_02,,bron; uniform damage; singular bubble inclusion,38.02423536102729,1.147065600458047,3.016669735938267,52.98578228649309,0.7657024538691102,29.13876940576824,0.8727327149511804,2.995091188643047,3.211394258394388,0.11515826213287851,2.3483955231822335,0.08216128050971663,0,0,0.5929853758493243,0.0009253811025260987,5.326659674699998e-06,602.8908273692662,440.87583337384837,0.0,706.4966482121205
20UM06Z_03,,dark brown; fairly uniform damage; no obvious inlcusions; one rough edge; one tip significantly more rounded,49.56854353730101,1.0293889234229991,2.0766979418073275,61.693420413665294,0.8000233695373169,39.6910898324568,0.8215710266993147,2.0699129960082057,6.401042341766095,0.14132222478934375,0.8865160007167298,0.026108651192213433,0,0,1.418557023241506,0.001925555963341231,7.111769280000001e-06,900.0632739545362,124.6547751780735,0.0,929.3571461213834
20UM06Z_04,,clear and bright; one central inclusion; one tip asymmetrical,134.3286333492486,2.8036977024753966,2.0871929033818906,53.735308817604654,0.7716241662969856,103.93360887446049,2.155611375046832,2.0740272548897596,1.1605346931797156,0.026141986987157837,0.29728600525300863,0.008517037009454949,0,0,0.6956811108101884,0.0010753332551468387,5.452560320000001e-06,212.84215580758865,54.522277206647864,0.0,225.6548909511509
20UM06z_05,,light brown; relatively uniform + moderate damage; one edge/tip slightly bumpy,49.61243057736993,1.6141181341181383,3.2534550622367564,59.0254620040584,0.7915839824492246,39.3086534736811,1.2745178103329147,3.2423339333825343,4.914674207821534,0.16927063879837964,0.654273052281786,0.015655896664645935,0,0,1.0772972548796544,0.0037508306883452017,6.9572828248e-06,706.407132149729,94.0414625591413,0.0,728.5068758511272
20UM06Z_06,,light gray; sparse central inclusions; minor-moderate damage,53.778096625016246,1.354481163375622,2.5186483873167624,63.02525668097076,0.8034412445346982,43.24831810088949,1.0851296081805488,2.5090677645525155,3.4047198731863864,0.0921727230055339,0.7852634826581905,0.025774320402808297,0,0,0.8398005838569522,0.0029560423941981614,8.288552605200002e-06,410.77375452143025,94.7407249566756,0.0,433.03782488624904
20UM06Z_07,,light gray; uniform minor damage; slender grain,45.11902800323157,1.4219389264102025,3.1515282782872864,51.70735574614102,0.763803412392353,34.49487343636373,1.0824422128668187,3.137979951901294,3.703951674473316,0.12494713376091382,0.6923984835227821,0.01556904579670209,0,0,0.7209668731270655,0.0025595959523841702,5.297022980999998e-06,699.2515773027787,130.7146459447808,0.0,729.9695190998023
20UM06Z_08,,light gray; squat; very minor dark bubble intrusions; marbled shading,77.32575308079527,11.345334880976374,14.672129826038665,28.630574316680693,0.5977014299967729,46.345503929562284,6.735593567450036,14.533434737676076,1.6413058408716108,0.2594966793701639,0.3928020588538152,0.11096346829625384,0,0,0.43480092073212095,0.0015913195237737734,9.202602587999993e-07,1783.5235469277359,426.8380114186623,0.0,1883.8304796111215
20UM07Z_01,,bright and clear; smooth; all grains from this sample packed in tubes from Uttam at UA,107.67515027550168,3.4610285748164866,3.214324350568324,38.57285108452949,0.6920043978989852,74.73315896396082,2.394626248055486,3.2042352835777574,0.13299385259131782,0.0035366825622308177,0.012736750668252566,0.003500773739409336,0,0,0.05512957755476391,0.001031158395480776,1.2693726739662147e-06,104.77132155033107,10.033893851248576,0.0,107.12928660537449
20UM07Z_02,,light gray; clear; sligtly rough/angular,121.70018629235524,3.8703905072826466,3.1802667072217705,38.63298595531449,0.6925080140142039,84.56150339460547,2.672646830008559,3.1605952149841494,0.23884679459824457,0.007705188941817543,0.02105587782970018,0.002836866033321811,0,0,0.1119348421441065,0.0008084404901503657,1.423191592966832e-06,167.82476497091773,14.794830108437054,0.0,171.30155004640042
22DP01_C1_1,,"euhedral, equant, no obvious inclusions, dark brown color; all grains from this sample packed in tubes from Uttam at UA",59.13380554558929,1.4947274112830793,2.5277037347625413,46.36594076142429,0.7336463316836558,43.44292188904783,1.0887706007161742,2.5062094200221336,3.705885410178477,0.11345905470286972,3.563915873281996,0.1270635034701101,0,0,1.0689459842688094,0.002432037082098927,3.384071935199999e-06,1095.096523106108,1053.144242062741,0.0,1342.585419990852
22DP01_C1_2,,"euhedral, mostly equant, no obvious inclusions, dark brown color, slight damage",54.028047814153574,1.2755486693583344,2.3609009041858857,48.20152335875613,0.7438657882899229,40.23872112682257,0.9411752538782937,2.3389790418834147,5.994400439152968,0.1706056882424725,4.812910966624164,0.09514022147780327,0,0,1.5520629858211155,0.0034497021239737473,4.228626406766667e-06,1417.5762676884156,1138.1736061910133,0.0,1685.0470651433036
