,aliquot_type,intercept,error,QST,QRT,notes,time_of_collection,file
lb_test,lb,0.0049512444958968,0.0001167297498334,6720,1010,,1673365204.814572,10000-2829-13440-001.csv
hb_test,hb,0.0038729445904086,9.840402765444032e-05,6721,1010,,1673366088.206553,10000-2830-13442-001.csv
std_test,std,1.1295689982008883,0.002263934617517072,6723,1011,,1673367516.1846042,10000-2832-13446-001.csv
