,analysis_notes,morph_notes,corrected_date,corrected_1s,corrected_1s_%,radius,Ft,uncorrected_date,uncorrected_1s,uncorrected_1s_%,U_ng,U_ng_1s,U_ng_1s_%,Th_ng,Th_ng_1s,Th_ng_1s_%,Sm_ng,Sm_ng_1s,Sm_ng_1s_%,He_pmol,He_pmol_1s,He_pmol_1s_%,mass_morph_g,U_ppm,Th_ppm,Sm_ppm,eU
FCT_3,,"euhedral but assymetrical, lots of inclusions, jagged faces",30.921346779364463,0.6154060670299369,1.990230475474088,41.2715933079777,0.7064349295789548,21.862219166065916,0.4325949067013456,1.9787328240346729,1.4417434008182641,0.030299288247558048,2.101572875614456,0.8300053039047379,0.02838077303446566,3.4193483946366445,0,0,0,0.19333982587308357,0.0014596231859429968,0.754952157090053,2.2411199999999997e-06,643.3137898989186,370.35290564750574,0.0,730.3467227260824
GRB13_z2,,euhedral clear grain,931.5502319779052,16.443287630915467,1.7651530820836587,56.46344752531239,0.7801420618715097,740.1076778475494,12.789820054975502,1.7281026042280843,0.7064698194407699,0.011647800197104615,1.6487328795340226,0.3893629992555935,0.011346691617377504,2.9141679201852155,0,0,0,3.404937299481606,0.024854574571971957,0.7299568945294825,6.1768616e-06,114.3735872988914,63.03573310685697,0.0,129.1869845790028
GRB13_z3,,"euhedral but baseline measurements are less accurate due to rugged edges, unclear tips",804.3915028502362,13.411256251861378,1.66725483851342,68.78309484652046,0.814889847043455,663.6494144593372,10.91115330093107,1.6441140552832678,1.742187803581378,0.02868912206391475,1.6467295893668372,1.9677097482792758,0.05391053680483978,2.7397606202837337,0,0,0,8.344452652528151,0.06053341912380949,0.7254330708613878,9.7861412e-06,178.02602353431996,201.07105630963878,0.0,225.27772176708507
GRB13_z4,,euhedral with jagged edges,887.2627757904401,16.12670322738854,1.8175791510042405,73.24491982714696,0.8265044728502421,743.0578947389592,13.29319664248703,1.7889853181839905,2.4001889176054414,0.04335875918128748,1.8064727681746207,2.123642794822888,0.05664631232164286,2.667412450895122,0,0,0,12.392873771083467,0.09107869990544044,0.734928004495262,1.2193714499999998e-05,196.83820853813182,174.15880901778442,0.0,237.76552865731117
GRB13__z5,,euhedral with jagged edges,890.4926714415158,17.319479610773453,1.944932301659142,77.57421177643054,0.8363822773274843,754.3167337728221,14.438248892621152,1.9140830696418736,2.9878440720584534,0.058180841380020214,1.9472515960291377,2.1339554671236067,0.045980795794025565,2.1547214317458945,0,0,0,15.175862141190972,0.1120722101463552,0.7384899065613151,1.4355532799999999e-05,208.13188292519897,148.65038427021022,0.0,243.06472322869837
GRB13_z6,,euhedral with more jagged edges than 4 and 5,836.5956451496238,15.036270392409243,1.7973163594127997,87.25071345614764,0.8535436927498752,721.667988009521,12.803982857563055,1.7742207040218794,3.728443421687215,0.06596642262123849,1.7692751414043721,2.880002102007133,0.0723449208321505,2.5119745843842205,0,0,0,18.266828497735666,0.13620665953913955,0.745650289299117,2.0510479999999995e-05,181.78235817431946,140.41612395259077,0.0,214.7801473031783
GRB13_z8,,perfect euhedral grain,967.502947978633,16.619967345489883,1.7178208480101633,67.4980691211884,0.813114522664491,799.2023481867814,13.473408080929097,1.6858569186511236,1.7652968780744247,0.02900758960308054,1.6432131027570753,1.3358841931759615,0.03128449741933806,2.341856994726585,0,0,0,9.618261837665107,0.07113912839687785,0.7396256163280673,9.067941666666665e-06,194.6744854528095,147.31945156711916,0.0,229.29455657108252
GRB13_z9,,euhedal but less symmetrical,1045.121268492055,23.72718193482271,2.270280267959458,72.65352070332044,0.8256404187305024,876.7868810181848,19.509594490551056,2.225123905582983,2.479430646647813,0.05771926660715316,2.327924222651258,1.9052181901027698,0.04082561319000213,2.1428313776386916,0,0,0,14.962671158033658,0.11050150438172889,0.738514555420134,1.323558e-05,187.33071362553156,143.94670955883836,0.0,221.15819037185858
FCT_6,,"euhedral but less defied tips, pyramids visible, riddled with inclusions",30.351932174764578,0.7438990496745073,2.4509116763676912,40.993024486040156,0.704937406996022,21.41388391414698,0.5210217955667519,2.4331027367835003,1.064778229260579,0.028468342513773254,2.6736405508161747,0.5679551288858906,0.016090151309634693,2.8329969202316,0,0,0,0.13862035062321332,0.0010628842458284779,0.7667591670702986,2.3597631999999993e-06,451.2224909942571,240.68310281552436,0.0,507.7830201559053
GRB13_z11,,"euhedral with jagged crystal faces, somewhat assymetrical ",1035.4838556567718,20.793088860709744,2.008055340227531,57.983545833611664,0.7829320722402462,826.3318664061837,16.186435577705826,1.9588298885413402,1.5338161963329178,0.03249171414071216,2.1183577418463884,1.6433068166791378,0.03182176878718324,1.936447196847268,0,0,0,9.183501237385974,0.0677683723398097,0.7379361159546111,6.712933333333334e-06,228.48673153309792,244.79713041677823,0.0,286.0140571810408
